Scenario - phase2_matchingPennies_algorithm1
Logfile written - 06/27/2023 11:07:47

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23524	1	Nothing	61	10431	0	1			0		other	0
23524	1	Manual	06/27/2023 10:31:55	10586	155	NA
23524	1	Port Input	2	289355	278924	4
23524	1	Response	3	289355	278924	4
23524	1	Port Input	2	681574	671143	5
23524	1	Response	3	681574	671143	5
23524	1	Port Input	2	683066	672635	4
23524	1	Response	3	683066	672635	4
23524	1	Port Input	2	684279	673848	5
23524	1	Response	3	684279	673848	5
23524	1	Port Input	2	685702	675271	4
23524	1	Response	3	685702	675271	4
23524	1	Port Input	2	686930	676499	4
23524	1	Response	3	686930	676499	4
23524	1	Port Input	2	688298	677867	4
23524	1	Response	3	688298	677867	4
23524	1	Port Input	2	689628	679197	4
23524	1	Response	3	689628	679197	4
23524	1	Port Input	1	692227	681796	4
23524	1	Response	2	692227	681796	4
23524	1	Port Input	1	693683	683252	4
23524	1	Response	2	693683	683252	4
23524	1	Port Input	1	695002	684571	4
23524	1	Response	2	695002	684571	4
23524	1	Port Input	1	696337	685906	4
23524	1	Response	2	696337	685906	4
23524	1	Port Input	1	697627	687196	4
23524	1	Response	2	697627	687196	4
23524	1	Port Input	2	699064	688633	4
23524	1	Response	3	699064	688633	4
23524	1	Port Input	1	700400	689969	4
23524	1	Response	2	700400	689969	4
23524	1	Port Input	1	701807	691376	4
23524	1	Response	2	701807	691376	4
23524	1	Port Input	1	703333	692902	4
23524	1	Response	2	703333	692902	4
23524	1	Port Input	1	706089	695658	4
23524	1	Response	2	706089	695658	4
23524	1	Port Input	1	707572	697141	8
23524	1	Response	2	707572	697141	8
23524	1	Port Input	1	709052	698621	4
23524	1	Response	2	709052	698621	4
23524	1	Port Input	1	710581	700150	4
23524	1	Response	2	710581	700150	4
23524	1	Port Input	1	712111	701680	4
23524	1	Response	2	712111	701680	4
23524	1	Port Input	1	713600	703169	4
23524	1	Response	2	713600	703169	4
23524	1	Port Input	1	715184	704753	4
23524	1	Response	2	715184	704753	4
23524	1	Port Input	2	716846	706415	6
23524	1	Response	3	716846	706415	6
23524	1	Port Input	2	718255	707824	4
23524	1	Response	3	718255	707824	4
23524	1	Port Input	2	719587	709156	4
23524	1	Response	3	719587	709156	4
23524	1	Port Input	1	721037	710606	4
23524	1	Response	2	721037	710606	4
23524	1	Port Input	1	722597	712166	4
23524	1	Response	2	722597	712166	4
23524	1	Port Input	2	724298	713867	4
23524	1	Response	3	724298	713867	4
23524	1	Port Input	2	725834	715403	4
23524	1	Response	3	725834	715403	4
23524	1	Port Input	1	727511	717080	4
23524	1	Response	2	727511	717080	4
23524	1	Port Input	1	728779	718348	4
23524	1	Response	2	728779	718348	4
23524	1	Port Input	1	730428	719997	4
23524	1	Response	2	730428	719997	4
23524	1	Port Input	2	732128	721697	4
23524	1	Response	3	732128	721697	4
23524	1	Port Input	2	735437	725006	4
23524	1	Response	3	735437	725006	4
23524	1	Port Input	1	736911	726480	4
23524	1	Response	2	736911	726480	4
23524	1	Port Input	1	749345	738914	5
23524	1	Response	2	749345	738914	5
23524	2	Nothing	51	751657	0	1			0		other	0
23524	2	Port Input	2	755471	3814	4
23524	2	Response	3	755471	3814	4
23524	3	Nothing	1000	755486	0	0			0		other	0
23524	4	Nothing	62	755596	0	1			0		other	0
23524	5	Nothing	101	755711	0	1			0		false_alarm	86
23524	5	Port Input	2	756939	1228	4
23524	5	Response	3	756939	1228	4
23524	5	Port Input	1	758465	2755	4
23524	5	Response	2	758465	2755	4
23524	5	Port Input	1	760075	4364	4
23524	5	Response	2	760075	4364	4
23524	5	Port Input	2	761943	6232	4
23524	5	Response	3	761943	6232	4
23524	5	Port Input	2	763290	7579	4
23524	5	Response	3	763290	7579	4
23524	5	Port Input	2	764737	9027	4
23524	5	Response	3	764737	9027	4
23524	5	Port Input	2	766399	10688	4
23524	5	Response	3	766399	10688	4
23524	5	Port Input	2	767954	12243	5
23524	5	Response	3	767954	12243	5
23524	5	Port Input	2	769871	14161	4
23524	5	Response	3	769871	14161	4
23524	5	Port Input	2	771739	16028	4
23524	5	Response	3	771739	16028	4
23524	6	Nothing	19	786220	0	1			0		other	0
23524	6	Port Input	2	792294	6073	4
23524	6	Response	3	792294	6073	4
23524	6	Port Input	2	820451	34230	4
23524	6	Response	3	820451	34230	4
23524	7	Nothing	19	826557	0	1			0		other	0
23524	7	Port Input	2	839120	12563	4
23524	7	Response	3	839120	12563	4
23524	7	Port Input	1	840584	14027	4
23524	7	Response	2	840584	14027	4
23524	8	Nothing	19	859504	0	1			0		other	0
23524	8	Port Input	1	861031	1527	4
23524	8	Response	2	861031	1527	4
23524	8	Port Input	1	862259	2756	4
23524	8	Response	2	862259	2756	4
23524	8	Port Input	1	863744	4240	4
23524	8	Response	2	863744	4240	4
23524	8	Port Input	1	865132	5629	4
23524	8	Response	2	865132	5629	4
23524	8	Port Input	1	866574	7070	7
23524	8	Response	2	866574	7070	7
23524	8	Port Input	1	868261	8757	6
23524	8	Response	2	868261	8757	6
23524	8	Port Input	1	869603	10099	4
23524	8	Response	2	869603	10099	4
23524	8	Port Input	1	871024	11520	4
23524	8	Response	2	871024	11520	4
23524	8	Port Input	1	871197	11693	4
23524	8	Port Input	1	872630	13126	4
23524	8	Response	2	872630	13126	4
23524	8	Port Input	1	874404	14900	4
23524	8	Response	2	874404	14900	4
23524	8	Port Input	1	875901	16397	8
23524	8	Response	2	875901	16397	8
23524	8	Port Input	1	877768	18265	5
23524	8	Response	2	877768	18265	5
23524	9	Nothing	19	881557	0	1			0		other	0
23524	9	Port Input	1	884138	2581	4
23524	9	Response	2	884138	2581	4
23524	9	Port Input	1	884242	2685	4
23524	9	Port Input	1	885846	4289	4
23524	9	Response	2	885846	4289	4
23524	9	Port Input	1	887399	5842	4
23524	9	Response	2	887399	5842	4
23524	9	Port Input	1	889382	7824	4
23524	9	Response	2	889382	7824	4
23524	9	Port Input	2	891207	9650	4
23524	9	Response	3	891207	9650	4
23524	9	Port Input	2	892770	11212	4
23524	9	Response	3	892770	11212	4
23524	10	Nothing	19	924717	0	1			0		other	0
23524	10	Port Input	1	934430	9713	4
23524	10	Response	2	934430	9713	4
23524	10	Port Input	1	935843	11126	4
23524	10	Response	2	935843	11126	4
23524	10	Port Input	2	937608	12891	4
23524	10	Response	3	937608	12891	4
23524	11	Nothing	52	938333	0	1			0		other	0
23524	11	Port Input	2	939039	706	4
23524	11	Response	3	939039	706	4
23524	12	Nothing	1000	939054	0	1			0		other	0
23524	13	Nothing	62	939163	0	1			0		other	0
23524	14	Nothing	111	939285	0	1			0		false_alarm	169
23524	14	Port Input	2	940554	1269	4
23524	14	Response	3	940554	1269	4
23524	14	Port Input	2	942803	3517	4
23524	14	Response	3	942803	3517	4
23524	14	Port Input	2	943934	4649	4
23524	14	Response	3	943934	4649	4
23524	14	Port Input	2	945132	5847	5
23524	14	Response	3	945132	5847	5
23524	14	Port Input	2	946440	7155	4
23524	14	Response	3	946440	7155	4
23524	14	Port Input	2	946949	7663	6
23524	14	Port Input	2	947759	8474	5
23524	14	Response	3	947759	8474	5
23524	14	Port Input	2	949066	9781	4
23524	14	Response	3	949066	9781	4
23524	14	Port Input	2	950429	11144	4
23524	14	Response	3	950429	11144	4
23524	14	Port Input	2	951833	12547	4
23524	14	Response	3	951833	12547	4
23524	14	Port Input	2	953211	13926	4
23524	14	Response	3	953211	13926	4
23524	14	Port Input	2	954701	15415	4
23524	14	Response	3	954701	15415	4
23524	14	Port Input	2	956234	16949	4
23524	14	Response	3	956234	16949	4
23524	14	Port Input	2	957711	18426	4
23524	14	Response	3	957711	18426	4
23524	14	Port Input	1	961127	21842	4
23524	14	Response	2	961127	21842	4
23524	14	Port Input	2	962687	23402	4
23524	14	Response	3	962687	23402	4
23524	14	Port Input	2	964128	24843	4
23524	14	Response	3	964128	24843	4
23524	14	Port Input	1	965900	26615	4
23524	14	Response	2	965900	26615	4
23524	14	Port Input	1	967633	28348	4
23524	14	Response	2	967633	28348	4
23524	14	Port Input	2	969288	30002	132
23524	14	Response	3	969288	30002	132
23524	15	Nothing	19	969578	0	1			0		other	0
23524	16	Nothing	52	981108	0	1			0		other	0
23524	16	Port Input	1	986143	5034	6
23524	16	Response	2	986143	5034	6
23524	17	Nothing	1002	986159	0	1			0		other	0
23524	18	Nothing	63	986271	0	1			0		other	0
23524	18	Port Input	1	986331	60	4
23524	18	Response	2	986331	60	4
23524	19	Nothing	110	986387	0	1			0		false_alarm	217
23524	19	Port Input	1	987636	1249	4
23524	19	Response	2	987636	1249	4
23524	19	Port Input	2	989054	2666	5
23524	19	Response	3	989054	2666	5
23524	19	Port Input	2	990450	4062	4
23524	19	Response	3	990450	4062	4
23524	19	Port Input	2	991711	5323	4
23524	19	Response	3	991711	5323	4
23524	19	Port Input	2	993181	6794	5
23524	19	Response	3	993181	6794	5
23524	19	Port Input	2	994757	8369	4
23524	19	Response	3	994757	8369	4
23524	19	Port Input	1	996451	10064	4
23524	19	Response	2	996451	10064	4
23524	19	Port Input	2	997860	11473	4
23524	19	Response	3	997860	11473	4
23524	19	Port Input	1	999302	12915	4
23524	19	Response	2	999302	12915	4
23524	19	Port Input	1	1000854	14467	4
23524	19	Response	2	1000854	14467	4
23524	19	Port Input	2	1002364	15976	4
23524	19	Response	3	1002364	15976	4
23524	19	Port Input	1	1004131	17743	4
23524	19	Response	2	1004131	17743	4
23524	19	Port Input	2	1005797	19410	4
23524	19	Response	3	1005797	19410	4
23524	19	Port Input	2	1007568	21181	5
23524	19	Response	3	1007568	21181	5
23524	20	Nothing	19	1016804	0	1			0		other	0
23524	20	Port Input	1	1028424	11620	4
23524	20	Response	2	1028424	11620	4
23524	20	Port Input	1	1029716	12912	4
23524	20	Response	2	1029716	12912	4
23524	21	Nothing	19	1030894	0	0			0		other	0
23524	21	Port Input	2	1031350	456	4
23524	21	Response	3	1031350	456	4
23524	21	Port Input	2	1032802	1908	4
23524	21	Response	3	1032802	1908	4
23524	21	Port Input	2	1034160	3266	4
23524	21	Response	3	1034160	3266	4
23524	21	Port Input	2	1035580	4687	4
23524	21	Response	3	1035580	4687	4
23524	21	Port Input	1	1037193	6299	4
23524	21	Response	2	1037193	6299	4
23524	21	Port Input	2	1038668	7774	4
23524	21	Response	3	1038668	7774	4
23524	21	Port Input	1	1040084	9190	4
23524	21	Response	2	1040084	9190	4
23524	21	Port Input	2	1041923	11029	4
23524	21	Response	3	1041923	11029	4
23524	21	Port Input	2	1043222	12328	4
23524	21	Response	3	1043222	12328	4
23524	21	Port Input	1	1044806	13912	4
23524	21	Response	2	1044806	13912	4
23524	22	Nothing	19	1046008	0	1			0		other	0
23524	22	Port Input	1	1046575	567	4
23524	22	Response	2	1046575	567	4
23524	23	Nothing	19	1067048	0	1			0		other	0
23524	23	Port Input	1	1076339	9291	4
23524	23	Response	2	1076339	9291	4
23524	23	Port Input	1	1077571	10523	4
23524	23	Response	2	1077571	10523	4
23524	23	Port Input	2	1079002	11954	4
23524	23	Response	3	1079002	11954	4
23524	23	Port Input	2	1080401	13353	4
23524	23	Response	3	1080401	13353	4
23524	23	Port Input	2	1081767	14718	5
23524	23	Response	3	1081767	14718	5
23524	23	Port Input	2	1083254	16205	4
23524	23	Response	3	1083254	16205	4
23524	23	Port Input	2	1084744	17696	5
23524	23	Response	3	1084744	17696	5
23524	23	Port Input	2	1086397	19349	7
23524	23	Response	3	1086397	19349	7
23524	23	Port Input	2	1087716	20668	5
23524	23	Response	3	1087716	20668	5
23524	23	Port Input	1	1089017	21969	4
23524	23	Response	2	1089017	21969	4
23524	23	Port Input	1	1090582	23534	4
23524	23	Response	2	1090582	23534	4
23524	23	Port Input	1	1092304	25255	4
23524	23	Response	2	1092304	25255	4
23524	23	Port Input	2	1093991	26943	4
23524	23	Response	3	1093991	26943	4
23524	23	Port Input	2	1095490	28442	4
23524	23	Response	3	1095490	28442	4
23524	23	Port Input	1	1098585	31537	4
23524	23	Response	2	1098585	31537	4
23524	23	Port Input	1	1100347	33299	4
23524	23	Response	2	1100347	33299	4
23524	24	Nothing	19	1101124	0	1			0		other	0
23524	24	Port Input	2	1101880	756	4
23524	24	Response	3	1101880	756	4
23524	24	Port Input	2	1103491	2366	4
23524	24	Response	3	1103491	2366	4
