Scenario - phase2_matchingPennies_algorithm1
Logfile written - 07/02/2023 19:07:17

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23538	1	Nothing	61	10420	0	1			0		other	0
23538	1	Manual	07/02/2023 17:20:32	10599	178	NA
23538	1	Port Input	2	15680	5260	6
23538	1	Response	3	15680	5260	6
23538	1	Port Input	2	16199	5779	8
23538	1	Response	3	16199	5779	8
23538	1	Port Input	1	17776	7356	4
23538	1	Response	2	17776	7356	4
23538	1	Port Input	1	19370	8950	5
23538	1	Response	2	19370	8950	5
23538	1	Port Input	1	20983	10563	4
23538	1	Response	2	20983	10563	4
23538	1	Port Input	1	30846	20426	4
23538	1	Response	2	30846	20426	4
23538	1	Port Input	1	32588	22168	4
23538	1	Response	2	32588	22168	4
23538	1	Port Input	1	33976	23556	4
23538	1	Response	2	33976	23556	4
23538	1	Port Input	1	40504	30084	4
23538	1	Response	2	40504	30084	4
23538	1	Port Input	1	42262	31842	4
23538	1	Response	2	42262	31842	4
23538	1	Port Input	1	56995	46575	4
23538	1	Response	2	56995	46575	4
23538	1	Port Input	1	81286	70866	4
23538	1	Response	2	81286	70866	4
23538	1	Port Input	1	83248	72827	4
23538	1	Response	2	83248	72827	4
23538	1	Port Input	1	85020	74600	4
23538	1	Response	2	85020	74600	4
23538	1	Port Input	1	111826	101406	4
23538	1	Response	2	111826	101406	4
23538	1	Port Input	1	113434	103013	4
23538	1	Response	2	113434	103013	4
23538	1	Port Input	1	120379	109959	4
23538	1	Response	2	120379	109959	4
23538	1	Port Input	1	122252	111832	4
23538	1	Response	2	122252	111832	4
23538	1	Port Input	1	133892	123472	4
23538	1	Response	2	133892	123472	4
23538	1	Port Input	1	135481	125061	4
23538	1	Response	2	135481	125061	4
23538	1	Port Input	1	160075	149655	4
23538	1	Response	2	160075	149655	4
23538	1	Port Input	1	161716	151296	4
23538	1	Response	2	161716	151296	4
23538	1	Port Input	1	181657	171237	4
23538	1	Response	2	181657	171237	4
23538	1	Port Input	1	183753	173333	4
23538	1	Response	2	183753	173333	4
23538	1	Port Input	1	205302	194882	4
23538	1	Response	2	205302	194882	4
23538	1	Port Input	1	207631	197211	4
23538	1	Response	2	207631	197211	4
23538	1	Port Input	1	209181	198761	4
23538	1	Response	2	209181	198761	4
23538	1	Port Input	1	224264	213844	5
23538	1	Response	2	224264	213844	5
23538	1	Port Input	1	241414	230994	4
23538	1	Response	2	241414	230994	4
23538	1	Port Input	1	242284	231864	4
23538	1	Response	2	242284	231864	4
23538	1	Port Input	1	243699	233278	5
23538	1	Response	2	243699	233278	5
23538	1	Port Input	1	294293	283873	4
23538	1	Response	2	294293	283873	4
23538	1	Port Input	1	317421	307001	4
23538	1	Response	2	317421	307001	4
23538	1	Port Input	1	319239	308819	4
23538	1	Response	2	319239	308819	4
23538	1	Port Input	1	320829	310409	4
23538	1	Response	2	320829	310409	4
23538	1	Port Input	1	359509	349088	5
23538	1	Response	2	359509	349088	5
23538	1	Port Input	2	413232	402811	6
23538	1	Response	3	413232	402811	6
23538	1	Port Input	1	414582	404162	4
23538	1	Response	2	414582	404162	4
23538	1	Port Input	1	416113	405693	4
23538	1	Response	2	416113	405693	4
23538	1	Port Input	1	435474	425054	4
23538	1	Response	2	435474	425054	4
23538	1	Port Input	1	448619	438199	4
23538	1	Response	2	448619	438199	4
23538	1	Port Input	1	477959	467539	4
23538	1	Response	2	477959	467539	4
23538	1	Port Input	1	478264	467844	5
23538	1	Port Input	1	530326	519906	4
23538	1	Response	2	530326	519906	4
23538	1	Port Input	1	532327	521907	4
23538	1	Response	2	532327	521907	4
23538	1	Port Input	1	549853	539433	4
23538	1	Response	2	549853	539433	4
23538	1	Port Input	1	566183	555763	4
23538	1	Response	2	566183	555763	4
23538	1	Port Input	1	601868	591448	4
23538	1	Response	2	601868	591448	4
23538	1	Port Input	1	602049	591629	4
23538	1	Response	2	602049	591629	4
23538	1	Port Input	2	645398	634978	4
23538	1	Response	3	645398	634978	4
23538	1	Port Input	2	690460	680040	5
23538	1	Response	3	690460	680040	5
23538	1	Port Input	2	728518	718098	4
23538	1	Response	3	728518	718098	4
23538	2	Nothing	52	748582	0	1			0		other	0
23538	2	Port Input	1	754122	5539	4
23538	2	Response	2	754122	5539	4
23538	3	Nothing	1000	754136	0	1			0		other	0
23538	4	Nothing	62	754244	0	0			0		other	0
23538	5	Nothing	110	754360	0	1			0		false_alarm	113
23538	5	Port Input	1	755822	1462	4
23538	5	Response	2	755822	1462	4
23538	5	Port Input	1	757520	3160	4
23538	5	Response	2	757520	3160	4
23538	6	Nothing	19	784919	0	1			0		other	0
23538	7	Nothing	51	799140	0	1			0		other	0
23538	7	Port Input	2	817732	18592	4
23538	7	Response	3	817732	18592	4
23538	8	Nothing	1000	817747	0	1			0		other	0
23538	9	Nothing	62	817853	0	0			0		other	0
23538	10	Nothing	101	817969	0	1			0		false_alarm	124
23538	10	Port Input	1	825298	7329	5
23538	10	Response	2	825298	7329	5
23538	10	Port Input	1	826765	8796	4
23538	10	Response	2	826765	8796	4
23538	11	Nothing	19	848381	0	1			0		other	0
23538	12	Nothing	51	889647	0	1			0		other	0
23538	12	Port Input	1	891463	1815	4
23538	12	Response	2	891463	1815	4
23538	13	Nothing	1002	891480	0	1			0		other	0
23538	14	Nothing	63	891598	0	1			0		other	0
23538	15	Nothing	100	891719	0	0			0		false_alarm	135
23538	15	Port Input	1	893050	1331	4
23538	15	Response	2	893050	1331	4
23538	15	Port Input	1	894554	2836	4
23538	15	Response	2	894554	2836	4
23538	15	Port Input	1	895549	3831	4
23538	15	Response	2	895549	3831	4
23538	15	Port Input	1	896825	5107	4
23538	15	Response	2	896825	5107	4
23538	15	Port Input	1	898187	6468	4
23538	15	Response	2	898187	6468	4
23538	15	Port Input	1	899506	7787	4
23538	15	Response	2	899506	7787	4
23538	15	Port Input	1	900888	9169	4
23538	15	Response	2	900888	9169	4
23538	15	Port Input	1	902310	10592	4
23538	15	Response	2	902310	10592	4
23538	15	Port Input	1	902529	10811	4
23538	15	Response	2	902529	10811	4
23538	15	Port Input	1	903785	12066	4
23538	15	Response	2	903785	12066	4
23538	15	Port Input	1	905124	13406	4
23538	15	Response	2	905124	13406	4
23538	15	Port Input	1	906498	14779	4
23538	15	Response	2	906498	14779	4
23538	15	Port Input	1	908205	16487	4
23538	15	Response	2	908205	16487	4
23538	15	Port Input	1	909501	17783	4
23538	15	Response	2	909501	17783	4
23538	15	Port Input	1	910985	19266	4
23538	15	Response	2	910985	19266	4
23538	15	Port Input	1	912303	20585	4
23538	15	Response	2	912303	20585	4
23538	15	Port Input	1	914170	22451	5
23538	15	Response	2	914170	22451	5
23538	15	Port Input	1	915545	23826	4
23538	15	Response	2	915545	23826	4
23538	15	Port Input	1	916873	25154	4
23538	15	Response	2	916873	25154	4
23538	15	Port Input	1	918658	26940	4
23538	15	Response	2	918658	26940	4
23538	16	Nothing	19	922134	0	1			0		other	0
23538	16	Port Input	1	928384	6250	4
23538	16	Response	2	928384	6250	4
23538	17	Nothing	19	943808	0	1			0		other	0
23538	17	Port Input	2	958681	14874	4
23538	17	Response	3	958681	14874	4
23538	17	Port Input	1	960208	16401	4
23538	17	Response	2	960208	16401	4
23538	17	Port Input	1	962064	18256	4
23538	17	Response	2	962064	18256	4
23538	17	Port Input	1	971241	27433	4
23538	17	Response	2	971241	27433	4
23538	17	Port Input	1	972882	29074	4
23538	17	Response	2	972882	29074	4
23538	18	Nothing	19	975239	0	1			0		other	0
23538	19	Nothing	51	985913	0	1			0		other	0
23538	19	Port Input	1	987390	1476	4
23538	19	Response	2	987390	1476	4
23538	20	Nothing	1000	987405	0	0			0		other	0
23538	21	Nothing	62	987514	0	1			0		other	0
23538	22	Nothing	100	987634	0	1			0		false_alarm	196
23538	22	Port Input	1	988666	1032	4
23538	22	Response	2	988666	1032	4
23538	22	Port Input	1	990006	2371	4
23538	22	Response	2	990006	2371	4
23538	22	Port Input	1	991029	3395	4
23538	22	Response	2	991029	3395	4
23538	22	Port Input	1	992348	4714	4
23538	22	Response	2	992348	4714	4
23538	22	Port Input	1	993721	6087	5
