Scenario - phase2_matchingPennies_algorithm1
Logfile written - 06/27/2023 10:24:13

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23508	1	Nothing	61	10445	0	1			0		other	0
23508	1	Manual	06/27/2023 09:43:34	10597	152	NA
23508	1	Port Input	1	182208	171763	5
23508	1	Response	2	182208	171763	5
23508	1	Port Input	2	275610	265165	5
23508	1	Response	3	275610	265165	5
23508	1	Port Input	1	277763	267318	4
23508	1	Response	2	277763	267318	4
23508	1	Port Input	2	279458	269013	5
23508	1	Response	3	279458	269013	5
23508	1	Port Input	2	314901	304456	4
23508	1	Response	3	314901	304456	4
23508	1	Port Input	1	370454	360010	4
23508	1	Response	2	370454	360010	4
23508	1	Port Input	1	370628	360183	4
23508	1	Port Input	2	371000	360555	4
23508	1	Response	3	371000	360555	4
23508	1	Port Input	1	371017	360572	4
23508	1	Response	2	371017	360572	4
23508	1	Port Input	2	374779	364334	4
23508	1	Response	3	374779	364334	4
23508	1	Port Input	2	376437	365992	4
23508	1	Response	3	376437	365992	4
23508	1	Port Input	2	378160	367715	4
23508	1	Response	3	378160	367715	4
23508	1	Port Input	2	379936	369491	4
23508	1	Response	3	379936	369491	4
23508	1	Port Input	2	382016	371572	4
23508	1	Response	3	382016	371572	4
23508	1	Port Input	2	384242	373797	4
23508	1	Response	3	384242	373797	4
23508	1	Port Input	2	384389	373944	4
23508	1	Port Input	2	387000	376555	4
23508	1	Response	3	387000	376555	4
23508	1	Port Input	2	390502	380057	4
23508	1	Response	3	390502	380057	4
23508	1	Port Input	2	393771	383326	4
23508	1	Response	3	393771	383326	4
23508	1	Port Input	2	396926	386481	6
23508	1	Response	3	396926	386481	6
23508	1	Port Input	2	397096	386651	4
23508	1	Response	3	397096	386651	4
23508	1	Port Input	2	401824	391379	4
23508	1	Response	3	401824	391379	4
23508	1	Port Input	2	406161	395716	4
23508	1	Response	3	406161	395716	4
23508	1	Port Input	1	441429	430984	4
23508	1	Response	2	441429	430984	4
23508	1	Port Input	1	442932	432487	4
23508	1	Response	2	442932	432487	4
23508	1	Port Input	1	443222	432778	4
23508	1	Response	2	443222	432778	4
23508	1	Port Input	1	500398	489953	4
23508	1	Response	2	500398	489953	4
23508	1	Port Input	2	525188	514743	4
23508	1	Response	3	525188	514743	4
23508	1	Port Input	2	526184	515739	4
23508	1	Response	3	526184	515739	4
23508	1	Port Input	2	527617	517172	4
