Scenario - phase2_matchingPennies_algorithm1
Logfile written - 06/19/2023 10:32:20

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23508	1	Nothing	61	10546	0	1			0		other	0
23508	1	Manual	06/19/2023 09:37:18	10728	182	NA
23508	1	Port Input	1	13722	3176	10
23508	1	Response	2	13722	3176	10
23508	1	Port Input	1	23202	12656	4
23508	1	Response	2	23202	12656	4
23508	1	Port Input	1	24961	14415	4
23508	1	Response	2	24961	14415	4
23508	1	Port Input	1	25230	14683	4
23508	1	Response	2	25230	14683	4
23508	1	Port Input	1	38856	28309	4
23508	1	Response	2	38856	28309	4
23508	1	Port Input	1	58088	47542	4
23508	1	Response	2	58088	47542	4
23508	1	Port Input	1	58484	47937	4
23508	1	Response	2	58484	47937	4
23508	1	Port Input	1	60790	50244	4
23508	1	Response	2	60790	50244	4
23508	1	Port Input	1	85466	74920	4
23508	1	Response	2	85466	74920	4
23508	1	Port Input	1	87121	76574	4
23508	1	Response	2	87121	76574	4
23508	1	Port Input	1	87334	76787	4
23508	1	Port Input	1	106466	95920	4
23508	1	Response	2	106466	95920	4
23508	1	Port Input	1	123364	112818	5
23508	1	Response	2	123364	112818	5
23508	1	Port Input	1	123589	113043	4
23508	1	Response	2	123589	113043	4
23508	1	Port Input	1	125190	114644	4
23508	1	Response	2	125190	114644	4
23508	1	Port Input	2	147091	136544	10
23508	1	Response	3	147091	136544	10
23508	1	Port Input	2	150828	140282	4
23508	1	Response	3	150828	140282	4
23508	1	Port Input	2	150851	140305	4
23508	1	Port Input	2	151047	140500	4
23508	1	Port Input	2	152414	141868	4
23508	1	Response	3	152414	141868	4
23508	1	Port Input	2	154165	143619	4
23508	1	Response	3	154165	143619	4
23508	1	Port Input	2	154191	143645	4
23508	1	Port Input	2	155979	145433	4
23508	1	Response	3	155979	145433	4
23508	1	Port Input	2	156283	145737	4
23508	1	Port Input	2	158306	147759	5
23508	1	Response	3	158306	147759	5
23508	1	Port Input	2	158488	147942	5
23508	1	Port Input	2	163811	153264	4
23508	1	Response	3	163811	153264	4
23508	1	Port Input	2	168585	158039	4
23508	1	Response	3	168585	158039	4
23508	1	Port Input	2	175175	164628	4
23508	1	Response	3	175175	164628	4
23508	1	Port Input	2	194655	184109	4
23508	1	Response	3	194655	184109	4
23508	1	Port Input	2	199225	188679	4
23508	1	Response	3	199225	188679	4
23508	1	Port Input	1	218969	208423	4
23508	1	Response	2	218969	208423	4
23508	1	Port Input	1	220504	209958	4
23508	1	Response	2	220504	209958	4
23508	1	Port Input	1	248075	237528	5
23508	1	Response	2	248075	237528	5
23508	1	Port Input	1	249378	238831	4
23508	1	Response	2	249378	238831	4
23508	1	Port Input	1	279770	269223	4
23508	1	Response	2	279770	269223	4
23508	1	Port Input	1	308211	297664	4
23508	1	Response	2	308211	297664	4
23508	1	Port Input	1	309841	299294	5
23508	1	Response	2	309841	299294	5
23508	1	Port Input	1	333492	322945	4
23508	1	Response	2	333492	322945	4
23508	1	Port Input	1	359425	348878	4
23508	1	Response	2	359425	348878	4
23508	1	Port Input	1	360866	350320	4
23508	1	Response	2	360866	350320	4
23508	1	Port Input	1	370115	359569	4
23508	1	Response	2	370115	359569	4
23508	1	Port Input	1	388950	378404	5
23508	1	Response	2	388950	378404	5
23508	1	Port Input	1	389339	378792	6
23508	1	Response	2	389339	378792	6
23508	1	Port Input	1	390342	379795	4
23508	1	Response	2	390342	379795	4
23508	1	Port Input	1	392831	382284	4
23508	1	Response	2	392831	382284	4
23508	1	Port Input	1	420290	409743	5
23508	1	Response	2	420290	409743	5
23508	1	Port Input	1	445529	434982	4
23508	1	Response	2	445529	434982	4
23508	1	Port Input	1	464686	454140	4
23508	1	Response	2	464686	454140	4
23508	1	Port Input	1	485762	475216	4
23508	1	Response	2	485762	475216	4
23508	1	Port Input	1	485907	475360	4
23508	1	Port Input	1	488012	477466	4
23508	1	Response	2	488012	477466	4
23508	1	Port Input	1	489501	478955	7
23508	1	Response	2	489501	478955	7
23508	1	Port Input	1	511551	501004	6
23508	1	Response	2	511551	501004	6
23508	1	Port Input	1	536074	525528	5
23508	1	Response	2	536074	525528	5
23508	1	Port Input	1	537499	526952	4
23508	1	Response	2	537499	526952	4
23508	1	Port Input	1	558153	547606	5
23508	1	Response	2	558153	547606	5
23508	1	Port Input	1	581389	570842	4
23508	1	Response	2	581389	570842	4
23508	1	Port Input	1	595628	585082	4
23508	1	Response	2	595628	585082	4
23508	1	Port Input	1	619052	608505	4
23508	1	Response	2	619052	608505	4
23508	1	Port Input	1	619527	608980	4
23508	1	Response	2	619527	608980	4
23508	1	Port Input	1	620727	610181	4
23508	1	Response	2	620727	610181	4
23508	1	Port Input	1	680856	670310	6
23508	1	Response	2	680856	670310	6
23508	1	Port Input	1	681804	671258	6
23508	1	Response	2	681804	671258	6
23508	1	Port Input	1	683311	672764	4
23508	1	Response	2	683311	672764	4
23508	1	Port Input	2	687101	676555	4
23508	1	Response	3	687101	676555	4
23508	2	Nothing	52	761225	0	1			0		other	0
23508	2	Port Input	1	763498	2273	4
23508	2	Response	2	763498	2273	4
23508	3	Nothing	1000	763514	0	1			0		other	0
23508	4	Nothing	62	763622	0	0			0		other	0
23508	5	Nothing	110	763739	0	1			0		false_alarm	135
23508	5	Port Input	1	765238	1499	4
23508	5	Response	2	765238	1499	4
23508	5	Port Input	1	766986	3247	4
23508	5	Response	2	766986	3247	4
23508	5	Port Input	1	767736	3997	4
23508	5	Response	2	767736	3997	4
23508	5	Port Input	1	769328	5589	5
23508	5	Response	2	769328	5589	5
23508	5	Port Input	1	770809	7070	4
23508	5	Response	2	770809	7070	4
23508	6	Nothing	19	794266	0	1			0		other	0
23508	6	Port Input	1	795379	1112	4
23508	6	Response	2	795379	1112	4
23508	7	Nothing	19	809736	0	1			0		other	0
23508	8	Nothing	51	826086	0	1			0		other	0
23508	8	Port Input	1	828475	2389	4
23508	8	Response	2	828475	2389	4
23508	9	Nothing	1000	828491	0	1			0		other	0
23508	10	Nothing	62	828600	0	1			0		other	0
23508	11	Nothing	100	828723	0	1			0		false_alarm	155
23508	11	Port Input	1	830511	1787	4
23508	11	Response	2	830511	1787	4
23508	11	Port Input	1	832061	3337	4
23508	11	Response	2	832061	3337	4
23508	11	Port Input	1	833245	4522	4
23508	11	Response	2	833245	4522	4
23508	11	Port Input	1	834515	5792	4
23508	11	Response	2	834515	5792	4
23508	11	Port Input	1	835945	7222	4
23508	11	Response	2	835945	7222	4
23508	11	Port Input	1	837316	8593	4
23508	11	Response	2	837316	8593	4
23508	11	Port Input	1	838847	10124	4
23508	11	Response	2	838847	10124	4
23508	11	Port Input	1	840153	11430	4
23508	11	Response	2	840153	11430	4
23508	11	Port Input	1	841836	13113	4
23508	11	Response	2	841836	13113	4
23508	11	Port Input	1	843149	14426	4
23508	11	Response	2	843149	14426	4
23508	11	Port Input	1	844841	16118	4
23508	11	Response	2	844841	16118	4
23508	11	Port Input	1	846326	17602	4
23508	11	Response	2	846326	17602	4
23508	11	Port Input	1	847577	18853	4
23508	11	Response	2	847577	18853	4
23508	11	Port Input	1	849132	20409	4
23508	11	Response	2	849132	20409	4
23508	11	Port Input	1	850693	21969	4
23508	11	Response	2	850693	21969	4
23508	11	Port Input	1	850884	22161	4
23508	11	Port Input	1	852734	24011	4
23508	11	Response	2	852734	24011	4
23508	12	Nothing	19	859013	0	1			0		other	0
23508	12	Port Input	1	859523	510	4
23508	12	Response	2	859523	510	4
23508	12	Port Input	1	861130	2117	4
23508	12	Response	2	861130	2117	4
23508	12	Port Input	1	863281	4268	4
23508	12	Response	2	863281	4268	4
23508	12	Port Input	1	865182	6170	4
23508	12	Response	2	865182	6170	4
23508	12	Port Input	1	866386	7373	4
23508	12	Response	2	866386	7373	4
23508	13	Nothing	19	871525	0	1			0		other	0
23508	14	Nothing	52	882476	0	1			0		other	0
23508	14	Port Input	1	884555	2079	8
23508	14	Response	2	884555	2079	8
23508	15	Nothing	1000	884577	0	1			0		other	0
23508	16	Nothing	62	884688	0	1			0		other	0
23508	17	Nothing	110	884805	0	1			0		false_alarm	206
23508	17	Port Input	1	886048	1243	4
23508	17	Response	2	886048	1243	4
23508	17	Port Input	1	888500	3695	4
23508	17	Response	2	888500	3695	4
23508	17	Port Input	1	890216	5410	4
23508	17	Response	2	890216	5410	4
23508	18	Nothing	19	915105	0	1			0		other	0
23508	18	Port Input	1	919507	4403	4
23508	18	Response	2	919507	4403	4
23508	18	Port Input	1	919685	4580	4
23508	18	Response	2	919685	4580	4
23508	19	Nothing	19	947826	0	0			0		other	0
23508	19	Port Input	1	965038	17211	9
23508	19	Response	2	965038	17211	9
23508	20	Nothing	19	974885	0	1			0		other	0
23508	21	Nothing	51	994967	0	1			0		other	0
23508	21	Port Input	1	997169	2202	4
23508	21	Response	2	997169	2202	4
23508	22	Nothing	1000	997186	0	0			0		other	0
23508	23	Nothing	62	997295	0	1			0		other	0
23508	24	Nothing	100	997416	0	1			0		false_alarm	227
23508	24	Port Input	1	998882	1466	4
23508	24	Response	2	998882	1466	4
23508	24	Port Input	1	1000377	2962	4
23508	24	Response	2	1000377	2962	4
23508	24	Port Input	1	1001578	4162	4
23508	24	Response	2	1001578	4162	4
23508	24	Port Input	1	1002877	5461	4
23508	24	Response	2	1002877	5461	4
23508	24	Port Input	1	1004174	6758	4
23508	24	Response	2	1004174	6758	4
23508	24	Port Input	1	1005657	8242	4
23508	24	Response	2	1005657	8242	4
23508	24	Port Input	1	1006868	9452	4
23508	24	Response	2	1006868	9452	4
23508	24	Port Input	1	1008306	10890	4
23508	24	Response	2	1008306	10890	4
23508	24	Port Input	1	1009859	12444	4
23508	24	Response	2	1009859	12444	4
23508	24	Port Input	1	1011506	14090	4
23508	24	Response	2	1011506	14090	4
23508	24	Port Input	1	1013153	15737	4
23508	24	Response	2	1013153	15737	4
23508	24	Port Input	1	1014584	17168	5
23508	24	Response	2	1014584	17168	5
23508	24	Port Input	1	1016101	18686	4
23508	24	Response	2	1016101	18686	4
23508	24	Port Input	1	1017701	20286	4
23508	24	Response	2	1017701	20286	4
23508	24	Port Input	1	1019122	21707	4
23508	24	Response	2	1019122	21707	4
23508	25	Nothing	19	1027724	0	1			0		other	0
23508	25	Port Input	1	1044371	16648	4
23508	25	Response	2	1044371	16648	4
23508	25	Port Input	1	1045728	18004	4
23508	25	Response	2	1045728	18004	4
23508	25	Port Input	1	1047698	19975	4
23508	25	Response	2	1047698	19975	4
23508	25	Port Input	1	1049196	21472	4
23508	25	Response	2	1049196	21472	4
23508	25	Port Input	1	1050976	23252	4
23508	25	Response	2	1050976	23252	4
23508	26	Nothing	19	1066897	0	1			0		other	0
23508	26	Port Input	1	1071259	4362	6
23508	26	Response	2	1071259	4362	6
23508	26	Port Input	1	1071528	4631	4
23508	26	Port Input	1	1111657	44761	4
23508	26	Response	2	1111657	44761	4
23508	26	Port Input	1	1113321	46424	4
23508	26	Response	2	1113321	46424	4
23508	27	Nothing	19	1116593	0	1			0		other	0
23508	29	Nothing	52	1160563	0	1			0		other	0
23508	29	Port Input	1	1162437	1874	4
23508	29	Response	2	1162437	1874	4
23508	30	Nothing	1000	1162452	0	0			0		other	0
23508	31	Nothing	62	1162560	0	1			0		other	0
23508	32	Nothing	110	1162678	0	1			0		false_alarm	283
23508	32	Port Input	1	1163895	1216	5
23508	32	Response	2	1163895	1216	5
23508	32	Port Input	1	1165323	2644	4
23508	32	Response	2	1165323	2644	4
23508	32	Port Input	1	1167454	4776	4
23508	32	Response	2	1167454	4776	4
23508	33	Nothing	19	1193596	0	1			0		other	0
23508	34	Nothing	52	1222540	0	1			0		other	0
23508	34	Port Input	1	1223789	1250	4
23508	34	Response	2	1223789	1250	4
23508	35	Nothing	1000	1223805	0	1			0		other	0
23508	36	Nothing	62	1223913	0	1			0		other	0
23508	37	Nothing	110	1224028	0	1			0		false_alarm	296
23508	37	Port Input	1	1225657	1629	4
23508	37	Response	2	1225657	1629	4
23508	37	Port Input	1	1227238	3210	4
23508	37	Response	2	1227238	3210	4
23508	38	Nothing	19	1257135	0	1			0		other	0
23508	39	Nothing	52	1286589	0	1			0		other	0
23508	39	Port Input	1	1288585	1996	4
23508	39	Response	2	1288585	1996	4
23508	40	Nothing	1000	1288600	0	1			0		other	0
23508	41	Nothing	62	1288713	0	1			0		other	0
23508	42	Nothing	110	1288829	0	1			0		false_alarm	307
23508	42	Port Input	1	1289766	937	4
23508	42	Response	2	1289766	937	4
23508	42	Port Input	1	1291262	2433	4
23508	42	Response	2	1291262	2433	4
23508	42	Port Input	1	1293545	4717	4
23508	42	Response	2	1293545	4717	4
23508	43	Nothing	19	1321713	0	1			0		other	0
23508	44	Nothing	52	1349420	0	1			0		other	0
23508	44	Port Input	1	1351400	1980	4
23508	44	Response	2	1351400	1980	4
23508	45	Nothing	1000	1351415	0	1			0		other	0
23508	46	Nothing	62	1351523	0	1			0		other	0
23508	47	Nothing	110	1351640	0	1			0		false_alarm	320
23508	47	Port Input	1	1353134	1494	4
23508	47	Response	2	1353134	1494	4
23508	47	Port Input	1	1375265	23625	4
23508	47	Response	2	1375265	23625	4
23508	47	Port Input	1	1378463	26823	4
23508	47	Response	2	1378463	26823	4
23508	48	Nothing	19	1384722	0	1			0		other	0
23508	49	Nothing	52	1407763	0	1			0		other	0
23508	49	Port Input	1	1409787	2024	4
23508	49	Response	2	1409787	2024	4
23508	50	Nothing	1000	1409803	0	1			0		other	0
23508	51	Nothing	62	1409911	0	1			0		other	0
23508	52	Nothing	110	1410031	0	1			0		false_alarm	333
23508	52	Port Input	1	1411374	1343	4
23508	52	Response	2	1411374	1343	4
23508	52	Port Input	1	1413030	2999	4
23508	52	Response	2	1413030	2999	4
23508	52	Port Input	1	1414616	4585	4
23508	52	Response	2	1414616	4585	4
23508	53	Nothing	19	1442953	0	1			0		other	0
23508	55	Nothing	52	1477878	0	0			0		other	0
23508	55	Port Input	1	1479964	2085	4
23508	55	Response	2	1479964	2085	4
23508	56	Nothing	1000	1479980	0	1			0		other	0
23508	57	Nothing	62	1480088	0	1			0		other	0
23508	58	Nothing	110	1480203	0	0			0		false_alarm	346
23508	58	Port Input	1	1481428	1225	4
23508	58	Response	2	1481428	1225	4
23508	59	Nothing	19	1513103	0	1			0		other	0
23508	60	Nothing	52	1533024	0	0			0		other	0
23508	60	Port Input	1	1535490	2465	4
23508	60	Response	2	1535490	2465	4
