Scenario - phase2_matchingPennies_algorithm1
Logfile written - 05/22/2023 10:40:00

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23513	1	Nothing	61	10439	0	1			0		other	0
23513	1	Manual	05/22/2023 10:05:22	10595	155	NA
23513	1	Port Input	2	50372	39933	4
23513	1	Response	3	50372	39933	4
23513	1	Port Input	2	50846	40406	4
23513	1	Port Input	1	50880	40440	4
23513	1	Response	2	50880	40440	4
23513	1	Port Input	2	52015	41576	5
23513	1	Response	3	52015	41576	5
23513	1	Port Input	1	58372	47933	4
23513	1	Response	2	58372	47933	4
23513	1	Port Input	1	58834	48395	4
23513	1	Response	2	58834	48395	4
23513	1	Port Input	1	60487	50047	7
23513	1	Response	2	60487	50047	7
23513	1	Port Input	1	60906	50467	4
23513	1	Response	2	60906	50467	4
23513	1	Port Input	2	65957	55517	4
23513	1	Response	3	65957	55517	4
23513	1	Port Input	1	68729	58289	5
23513	1	Response	2	68729	58289	5
23513	1	Port Input	1	72737	62298	4
23513	1	Response	2	72737	62298	4
23513	1	Port Input	1	112304	101865	4
23513	1	Response	2	112304	101865	4
23513	1	Port Input	1	113761	103321	4
23513	1	Response	2	113761	103321	4
23513	1	Port Input	1	115446	105007	5
23513	1	Response	2	115446	105007	5
23513	1	Port Input	1	149227	138787	4
23513	1	Response	2	149227	138787	4
23513	1	Port Input	1	150743	140304	5
23513	1	Response	2	150743	140304	5
23513	1	Port Input	1	152764	142325	4
23513	1	Response	2	152764	142325	4
23513	1	Port Input	1	154471	144032	5
23513	1	Response	2	154471	144032	5
23513	1	Port Input	1	156208	145769	6
23513	1	Response	2	156208	145769	6
23513	1	Port Input	1	173214	162774	4
23513	1	Response	2	173214	162774	4
23513	1	Port Input	1	241221	230782	4
23513	1	Response	2	241221	230782	4
23513	1	Port Input	1	242624	232185	4
23513	1	Response	2	242624	232185	4
23513	1	Port Input	1	244472	234033	5
23513	1	Response	2	244472	234033	5
23513	1	Port Input	1	295639	285199	4
23513	1	Response	2	295639	285199	4
23513	1	Port Input	1	296908	286468	4
23513	1	Response	2	296908	286468	4
23513	1	Port Input	1	298236	287797	5
23513	1	Response	2	298236	287797	5
23513	1	Port Input	1	349437	338998	4
23513	1	Response	2	349437	338998	4
23513	1	Port Input	1	350568	340129	4
23513	1	Response	2	350568	340129	4
23513	1	Port Input	1	352151	341711	4
23513	1	Response	2	352151	341711	4
23513	1	Port Input	1	425030	414591	4
23513	1	Response	2	425030	414591	4
23513	1	Port Input	1	426797	416357	5
23513	1	Response	2	426797	416357	5
23513	1	Port Input	1	428054	417615	4
23513	1	Response	2	428054	417615	4
23513	1	Port Input	1	487599	477159	4
23513	1	Response	2	487599	477159	4
23513	1	Port Input	1	543188	532749	4
23513	1	Response	2	543188	532749	4
23513	1	Port Input	1	635633	625194	5
23513	1	Response	2	635633	625194	5
23513	1	Port Input	1	637448	627008	4
23513	1	Response	2	637448	627008	4
23513	1	Port Input	1	638845	628405	4
23513	1	Response	2	638845	628405	4
23513	1	Port Input	1	640229	629790	4
23513	1	Response	2	640229	629790	4
23513	1	Port Input	1	680004	669565	4
23513	1	Response	2	680004	669565	4
23513	2	Nothing	51	754524	0	1			0		other	0
23513	2	Port Input	1	756242	1718	4
23513	2	Response	2	756242	1718	4
23513	3	Nothing	1000	756259	0	0			0		other	0
23513	4	Nothing	62	756371	0	1			0		other	0
23513	5	Nothing	100	756492	0	1			0		false_alarm	87
23513	5	Port Input	1	757527	1035	4
23513	5	Response	2	757527	1035	4
23513	5	Port Input	1	759751	3259	4
23513	5	Response	2	759751	3259	4
23513	5	Port Input	1	760973	4481	4
23513	5	Response	2	760973	4481	4
23513	5	Port Input	1	762095	5604	4
23513	5	Response	2	762095	5604	4
23513	5	Port Input	1	763369	6877	4
23513	5	Response	2	763369	6877	4
23513	5	Port Input	1	764612	8121	5
23513	5	Response	2	764612	8121	5
23513	5	Port Input	1	765903	9412	4
23513	5	Response	2	765903	9412	4
23513	5	Port Input	1	767239	10747	9
23513	5	Response	2	767239	10747	9
23513	5	Port Input	1	768659	12168	4
23513	5	Response	2	768659	12168	4
23513	5	Port Input	1	770050	13559	4
23513	5	Response	2	770050	13559	4
23513	5	Port Input	1	771429	14937	4
23513	5	Response	2	771429	14937	4
23513	5	Port Input	1	772817	16325	6
23513	5	Response	2	772817	16325	6
23513	5	Port Input	1	774353	17861	4
23513	5	Response	2	774353	17861	4
23513	5	Port Input	1	775751	19260	5
23513	5	Response	2	775751	19260	5
23513	5	Port Input	1	777150	20658	5
23513	5	Response	2	777150	20658	5
23513	5	Port Input	1	778596	22104	4
23513	5	Response	2	778596	22104	4
23513	5	Port Input	1	780270	23778	4
23513	5	Response	2	780270	23778	4
23513	5	Port Input	1	781844	25352	4
23513	5	Response	2	781844	25352	4
23513	5	Port Input	1	783443	26951	4
23513	5	Response	2	783443	26951	4
23513	5	Port Input	1	785147	28655	4
23513	5	Response	2	785147	28655	4
23513	5	Port Input	1	786773	30281	119
23513	5	Response	2	786773	30281	119
23513	6	Nothing	19	787038	0	1			0		other	0
23513	6	Port Input	1	788664	1626	4
23513	6	Response	2	788664	1626	4
23513	6	Port Input	2	790244	3206	4
23513	6	Response	3	790244	3206	4
23513	6	Port Input	2	791686	4648	4
23513	6	Response	3	791686	4648	4
23513	6	Port Input	1	793290	6252	4
23513	6	Response	2	793290	6252	4
23513	6	Port Input	1	794686	7648	4
23513	6	Response	2	794686	7648	4
23513	6	Port Input	1	797926	10888	4
23513	6	Response	2	797926	10888	4
23513	6	Port Input	1	799664	12627	4
23513	6	Response	2	799664	12627	4
23513	6	Port Input	1	818727	31689	4
23513	6	Response	2	818727	31689	4
23513	6	Port Input	1	820132	33094	4
23513	6	Response	2	820132	33094	4
23513	7	Nothing	19	832861	0	0			0		other	0
23513	7	Port Input	2	836454	3593	4
23513	7	Response	3	836454	3593	4
23513	7	Port Input	2	837813	4952	4
23513	7	Response	3	837813	4952	4
23513	7	Port Input	1	839514	6653	4
23513	7	Response	2	839514	6653	4
23513	8	Nothing	19	853298	0	1			0		other	0
23513	9	Nothing	52	865975	0	0			0		other	0
23513	9	Port Input	1	867682	1707	4
23513	9	Response	2	867682	1707	4
23513	10	Nothing	1000	867698	0	1			0		other	0
23513	11	Nothing	62	867805	0	1			0		other	0
23513	12	Nothing	110	867921	0	1			0		false_alarm	162
23513	12	Port Input	1	868856	935	4
23513	12	Response	2	868856	935	4
23513	12	Port Input	1	896898	28977	4
23513	12	Response	2	896898	28977	4
23513	13	Nothing	19	898225	0	1			0		other	0
23513	14	Nothing	52	912124	0	1			0		other	0
23513	14	Port Input	1	914009	1886	4
23513	14	Response	2	914009	1886	4
23513	15	Nothing	1000	914025	0	0			0		other	0
23513	16	Nothing	62	914138	0	1			0		other	0
23513	17	Nothing	110	914260	0	0			0		false_alarm	173
23513	17	Port Input	1	915428	1169	4
23513	17	Response	2	915428	1169	4
23513	18	Nothing	19	944560	0	0			0		other	0
23513	18	Port Input	1	962055	17495	4
23513	18	Response	2	962055	17495	4
23513	18	Port Input	1	963300	18740	4
23513	18	Response	2	963300	18740	4
23513	19	Nothing	19	974202	0	1			0		other	0
23513	20	Nothing	51	994857	0	0			0		other	0
23513	20	Port Input	1	996588	1731	4
23513	20	Response	2	996588	1731	4
23513	21	Nothing	1002	996603	0	1			0		other	0
23513	22	Nothing	63	996714	0	1			0		other	0
23513	23	Nothing	100	996834	0	0			0		false_alarm	187
23513	23	Port Input	1	997779	945	6
23513	23	Response	2	997779	945	6
23513	23	Port Input	1	999075	2241	5
23513	23	Response	2	999075	2241	5
23513	23	Port Input	1	1000047	3213	5
23513	23	Response	2	1000047	3213	5
23513	23	Port Input	1	1001212	4378	4
23513	23	Response	2	1001212	4378	4
23513	23	Port Input	1	1002500	5665	4
23513	23	Response	2	1002500	5665	4
23513	23	Port Input	1	1003683	6849	4
23513	23	Response	2	1003683	6849	4
23513	23	Port Input	1	1004955	8121	4
23513	23	Response	2	1004955	8121	4
23513	23	Port Input	1	1006403	9569	4
23513	23	Response	2	1006403	9569	4
23513	23	Port Input	1	1007840	11006	5
23513	23	Response	2	1007840	11006	5
23513	23	Port Input	1	1009273	12439	4
23513	23	Response	2	1009273	12439	4
23513	23	Port Input	1	1010754	13920	4
23513	23	Response	2	1010754	13920	4
23513	23	Port Input	1	1012268	15434	4
23513	23	Response	2	1012268	15434	4
23513	23	Port Input	1	1013762	16928	5
23513	23	Response	2	1013762	16928	5
23513	23	Port Input	1	1015318	18484	4
23513	23	Response	2	1015318	18484	4
23513	23	Port Input	1	1016934	20100	5
23513	23	Response	2	1016934	20100	5
23513	23	Port Input	1	1018637	21803	4
23513	23	Response	2	1018637	21803	4
23513	24	Nothing	19	1027151	0	0			0		other	0
23513	24	Port Input	1	1033631	6479	6
23513	24	Response	2	1033631	6479	6
23513	24	Port Input	1	1035212	8061	4
23513	24	Response	2	1035212	8061	4
23513	25	Nothing	19	1054097	0	1			0		other	0
23513	25	Port Input	2	1063327	9230	4
23513	25	Response	3	1063327	9230	4
23513	25	Port Input	2	1064969	10872	5
23513	25	Response	3	1064969	10872	5
23513	25	Port Input	2	1066043	11946	4
23513	25	Response	3	1066043	11946	4
23513	26	Nothing	19	1079870	0	1			0		other	0
23513	26	Port Input	2	1096052	16183	7
23513	26	Response	3	1096052	16183	7
23513	26	Port Input	2	1097631	17761	4
23513	26	Response	3	1097631	17761	4
23513	27	Nothing	19	1119849	0	1			0		other	0
23513	27	Port Input	1	1120987	1138	4
23513	27	Response	2	1120987	1138	4
23513	27	Port Input	1	1122031	2183	4
23513	27	Response	2	1122031	2183	4
23513	28	Nothing	19	1139376	0	1			0		other	0
23513	28	Port Input	1	1153400	14025	4
23513	28	Response	2	1153400	14025	4
23513	28	Port Input	1	1153500	14124	4
23513	28	Port Input	1	1154784	15409	6
23513	28	Response	2	1154784	15409	6
23513	28	Port Input	1	1156085	16709	4
23513	28	Response	2	1156085	16709	4
23513	30	Nothing	52	1158092	0	1			0		other	0
23513	30	Port Input	1	1159750	1658	4
23513	30	Response	2	1159750	1658	4
23513	31	Nothing	1000	1159766	0	1			0		other	0
23513	32	Nothing	62	1159875	0	0			0		other	0
23513	33	Nothing	110	1159990	0	1			0		false_alarm	255
23513	33	Port Input	1	1161123	1133	5
23513	33	Response	2	1161123	1133	5
23513	33	Port Input	1	1162755	2765	4
23513	33	Response	2	1162755	2765	4
23513	34	Nothing	19	1190762	0	1			0		other	0
23513	34	Port Input	2	1197269	6507	4
23513	34	Response	3	1197269	6507	4
23513	35	Nothing	19	1236652	0	1			0		other	0
23513	35	Port Input	2	1242823	6170	4
23513	35	Response	3	1242823	6170	4
23513	36	Nothing	19	1251605	0	1			0		other	0
23513	37	Nothing	51	1271548	0	0			0		other	0
23513	37	Port Input	1	1273191	1643	4
23513	37	Response	2	1273191	1643	4
23513	38	Nothing	1000	1273206	0	1			0		other	0
23513	39	Nothing	62	1273314	0	1			0		other	0
23513	40	Nothing	100	1273438	0	1			0		false_alarm	272
23513	40	Port Input	1	1274411	973	4
23513	40	Response	2	1274411	973	4
23513	40	Port Input	1	1275621	2183	4
23513	40	Response	2	1275621	2183	4
23513	40	Port Input	1	1276570	3131	5
23513	40	Response	2	1276570	3131	5
23513	40	Port Input	1	1277770	4332	4
23513	40	Response	2	1277770	4332	4
23513	40	Port Input	1	1279124	5686	4
23513	40	Response	2	1279124	5686	4
23513	40	Port Input	1	1280336	6898	4
23513	40	Response	2	1280336	6898	4
23513	40	Port Input	1	1281706	8268	4
23513	40	Response	2	1281706	8268	4
23513	40	Port Input	1	1283096	9658	8
23513	40	Response	2	1283096	9658	8
23513	40	Port Input	1	1284475	11037	4
23513	40	Response	2	1284475	11037	4
23513	40	Port Input	1	1286004	12566	4
23513	40	Response	2	1286004	12566	4
23513	40	Port Input	1	1287535	14097	4
23513	40	Response	2	1287535	14097	4
23513	40	Port Input	1	1289055	15616	4
23513	40	Response	2	1289055	15616	4
23513	40	Port Input	1	1290613	17175	4
23513	40	Response	2	1290613	17175	4
23513	40	Port Input	1	1292391	18952	4
23513	40	Response	2	1292391	18952	4
23513	40	Port Input	1	1294315	20876	4
23513	40	Response	2	1294315	20876	4
23513	41	Nothing	19	1306414	0	1			0		other	0
23513	41	Port Input	1	1328321	21906	4
23513	41	Response	2	1328321	21906	4
23513	42	Nothing	19	1347827	0	0			0		other	0
23513	43	Nothing	52	1365394	0	1			0		other	0
23513	43	Port Input	2	1366556	1163	4
23513	43	Response	3	1366556	1163	4
23513	44	Nothing	1000	1366573	0	1			0		other	0
23513	45	Nothing	62	1366682	0	1			0		other	0
23513	46	Nothing	111	1366803	0	0			0		false_alarm	313
23513	46	Port Input	2	1367048	245	4
23513	46	Port Input	2	1367939	1136	4
23513	46	Response	3	1367939	1136	4
23513	46	Port Input	2	1369300	2497	4
23513	46	Response	3	1369300	2497	4
23513	46	Port Input	2	1370442	3639	4
23513	46	Response	3	1370442	3639	4
23513	46	Port Input	2	1371727	4923	4
23513	46	Response	3	1371727	4923	4
23513	46	Port Input	1	1372969	6166	4
23513	46	Response	2	1372969	6166	4
23513	46	Port Input	2	1374440	7637	4
23513	46	Response	3	1374440	7637	4
23513	46	Port Input	1	1375643	8840	4
23513	46	Response	2	1375643	8840	4
23513	46	Port Input	1	1376963	10160	4
23513	46	Response	2	1376963	10160	4
23513	46	Port Input	1	1378433	11630	4
23513	46	Response	2	1378433	11630	4
23513	46	Port Input	1	1380083	13280	4
23513	46	Response	2	1380083	13280	4
23513	46	Port Input	1	1381543	14739	5
23513	46	Response	2	1381543	14739	5
23513	46	Port Input	1	1383169	16365	4
23513	46	Response	2	1383169	16365	4
23513	46	Port Input	1	1383403	16600	5
23513	46	Response	2	1383403	16600	5
23513	46	Port Input	1	1384749	17946	4
23513	46	Response	2	1384749	17946	4
23513	46	Port Input	1	1386457	19654	5
23513	46	Response	2	1386457	19654	5
23513	46	Port Input	1	1388326	21523	4
23513	46	Response	2	1388326	21523	4
23513	47	Nothing	19	1400031	0	1			0		other	0
23513	47	Port Input	2	1441741	41710	4
23513	47	Response	3	1441741	41710	4
23513	47	Port Input	2	1443548	43517	4
23513	47	Response	3	1443548	43517	4
23513	47	Port Input	2	1444379	44348	4
23513	47	Response	3	1444379	44348	4
23513	48	Nothing	19	1445213	0	1			0		other	0
23513	48	Port Input	2	1446134	921	4
23513	48	Response	3	1446134	921	4
23513	48	Port Input	2	1447616	2403	4
23513	48	Response	3	1447616	2403	4
23513	48	Port Input	1	1449073	3860	4
23513	48	Response	2	1449073	3860	4
23513	48	Port Input	1	1450538	5325	4
23513	48	Response	2	1450538	5325	4
23513	49	Nothing	19	1482318	0	1			0		other	0
23513	50	Nothing	52	1494434	0	1			0		other	0
23513	50	Port Input	1	1496016	1582	4
23513	50	Response	2	1496016	1582	4
23513	51	Nothing	1000	1496033	0	1			0		other	0
23513	52	Nothing	62	1496141	0	1			0		other	0
23513	53	Nothing	110	1496256	0	1			0		false_alarm	368
23513	53	Port Input	1	1497206	950	4
23513	53	Response	2	1497206	950	4
23513	54	Nothing	19	1529314	0	0			0		other	0
23513	55	Nothing	52	1544011	0	0			0		other	0
23513	55	Port Input	2	1545185	1174	9
23513	55	Response	3	1545185	1174	9
23513	56	Nothing	1000	1545206	0	1			0		other	0
23513	57	Nothing	62	1545315	0	1			0		other	0
23513	58	Nothing	111	1545436	0	1			0		false_alarm	377
23513	58	Port Input	2	1546837	1401	4
23513	58	Response	3	1546837	1401	4
23513	58	Port Input	2	1548099	2663	4
23513	58	Response	3	1548099	2663	4
23513	58	Port Input	2	1549377	3941	4
23513	58	Response	3	1549377	3941	4
23513	58	Port Input	2	1550523	5087	4
23513	58	Response	3	1550523	5087	4
23513	58	Port Input	1	1551870	6434	5
23513	58	Response	2	1551870	6434	5
23513	58	Port Input	1	1553044	7608	5
23513	58	Response	2	1553044	7608	5
23513	58	Port Input	2	1554342	8906	5
23513	58	Response	3	1554342	8906	5
23513	58	Port Input	2	1554610	9174	5
23513	58	Response	3	1554610	9174	5
23513	58	Port Input	1	1555901	10465	4
23513	58	Response	2	1555901	10465	4
23513	58	Port Input	1	1557184	11748	10
23513	58	Response	2	1557184	11748	10
23513	58	Port Input	1	1560032	14596	4
23513	58	Response	2	1560032	14596	4
23513	58	Port Input	1	1561566	16130	5
23513	58	Response	2	1561566	16130	5
23513	59	Nothing	19	1578411	0	0			0		other	0
23513	59	Port Input	2	1600489	22078	4
23513	59	Response	3	1600489	22078	4
23513	59	Port Input	2	1601971	23561	4
23513	59	Response	3	1601971	23561	4
23513	59	Port Input	2	1603115	24704	4
23513	59	Response	3	1603115	24704	4
