Scenario - phase2_matchingPennies_algorithm1
Logfile written - 07/04/2023 14:50:07

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23536	1	Nothing	61	10431	0	1			0		other	0
23536	1	Manual	07/04/2023 13:59:53	10593	162	NA
23536	1	Port Input	1	62474	52043	4
23536	1	Response	2	62474	52043	4
23536	1	Port Input	1	62609	52178	4
23536	1	Response	2	62609	52178	4
23536	1	Port Input	2	62687	52256	4
23536	1	Response	3	62687	52256	4
23536	1	Port Input	2	62738	52307	4
23536	1	Port Input	2	62768	52337	4
23536	1	Port Input	1	63765	53334	4
23536	1	Response	2	63765	53334	4
23536	1	Port Input	2	63778	53347	4
23536	1	Response	3	63778	53347	4
23536	1	Port Input	2	63825	53394	4
23536	1	Port Input	2	64763	54332	4
23536	1	Response	3	64763	54332	4
23536	1	Port Input	2	64783	54353	4
23536	1	Port Input	2	65959	55528	4
23536	1	Response	3	65959	55528	4
23536	1	Port Input	2	67154	56724	4
23536	1	Response	3	67154	56724	4
23536	1	Port Input	2	67223	56792	4
23536	1	Port Input	2	74802	64371	6
23536	1	Response	3	74802	64371	6
23536	1	Port Input	2	80326	69896	4
23536	1	Response	3	80326	69896	4
23536	1	Port Input	2	83547	73116	4
23536	1	Response	3	83547	73116	4
23536	1	Port Input	2	87471	77040	6
23536	1	Response	3	87471	77040	6
23536	1	Port Input	1	92766	82335	4
23536	1	Response	2	92766	82335	4
23536	1	Port Input	1	94211	83781	4
23536	1	Response	2	94211	83781	4
23536	1	Port Input	2	167510	157079	4
23536	1	Response	3	167510	157079	4
23536	1	Port Input	2	171713	161282	4
23536	1	Response	3	171713	161282	4
23536	1	Port Input	2	173091	162660	4
23536	1	Response	3	173091	162660	4
23536	1	Port Input	2	174909	164478	4
23536	1	Response	3	174909	164478	4
23536	1	Port Input	2	226308	215877	4
23536	1	Response	3	226308	215877	4
23536	1	Port Input	1	273703	263272	4
23536	1	Response	2	273703	263272	4
23536	1	Port Input	2	341916	331485	4
23536	1	Response	3	341916	331485	4
23536	1	Port Input	2	343664	333233	4
23536	1	Response	3	343664	333233	4
23536	1	Port Input	2	525778	515347	4
23536	1	Response	3	525778	515347	4
23536	1	Port Input	2	527509	517078	4
23536	1	Response	3	527509	517078	4
23536	1	Port Input	2	531254	520823	5
23536	1	Response	3	531254	520823	5
23536	1	Port Input	2	644631	634200	4
23536	1	Response	3	644631	634200	4
23536	1	Port Input	1	648775	638344	4
23536	1	Response	2	648775	638344	4
23536	1	Port Input	2	650562	640131	4
23536	1	Response	3	650562	640131	4
23536	1	Port Input	2	708349	697918	4
23536	1	Response	3	708349	697918	4
23536	2	Nothing	52	745888	0	1			0		other	0
23536	2	Port Input	2	748121	2233	5
23536	2	Response	3	748121	2233	5
23536	3	Nothing	1000	748137	0	0			0		other	0
23536	4	Nothing	62	748245	0	1			0		other	0
23536	5	Nothing	111	748365	0	0			0		false_alarm	73
23536	5	Port Input	2	750499	2134	4
23536	5	Response	3	750499	2134	4
23536	5	Port Input	2	752808	4442	4
23536	5	Response	3	752808	4442	4
23536	5	Port Input	2	753901	5535	5
23536	5	Response	3	753901	5535	5
23536	5	Port Input	2	755123	6758	5
23536	5	Response	3	755123	6758	5
23536	5	Port Input	2	756377	8012	4
23536	5	Response	3	756377	8012	4
23536	5	Port Input	2	757683	9317	8
23536	5	Response	3	757683	9317	8
23536	5	Port Input	2	758911	10545	4
23536	5	Response	3	758911	10545	4
23536	5	Port Input	2	760214	11849	4
23536	5	Response	3	760214	11849	4
23536	5	Port Input	2	761713	13348	4
23536	5	Response	3	761713	13348	4
23536	5	Port Input	2	763093	14728	4
23536	5	Response	3	763093	14728	4
23536	5	Port Input	2	776681	28316	4
23536	5	Response	3	776681	28316	4
23536	5	Port Input	2	778039	29674	4
23536	5	Response	3	778039	29674	4
23536	6	Nothing	19	778898	0	0			0		other	0
23536	6	Port Input	2	779882	984	4
23536	6	Response	3	779882	984	4
23536	6	Port Input	2	781534	2635	4
23536	6	Response	3	781534	2635	4
23536	6	Port Input	2	783103	4205	4
23536	6	Response	3	783103	4205	4
23536	6	Port Input	2	784472	5573	4
23536	6	Response	3	784472	5573	4
23536	6	Port Input	2	785942	7044	4
23536	6	Response	3	785942	7044	4
23536	6	Port Input	2	788201	9303	4
23536	6	Response	3	788201	9303	4
23536	6	Port Input	1	789710	10812	4
23536	6	Response	2	789710	10812	4
23536	6	Port Input	2	791227	12329	4
23536	6	Response	3	791227	12329	4
23536	7	Nothing	19	804454	0	1			0		other	0
23536	7	Port Input	2	816188	11734	4
23536	7	Response	3	816188	11734	4
23536	7	Port Input	2	818079	13625	4
23536	7	Response	3	818079	13625	4
23536	7	Port Input	2	832514	28059	5
23536	7	Response	3	832514	28059	5
23536	8	Nothing	19	837744	0	1			0		other	0
23536	8	Port Input	2	856774	19029	4
23536	8	Response	3	856774	19029	4
23536	9	Nothing	19	872580	0	0			0		other	0
23536	9	Port Input	2	872601	22	5
23536	9	Response	3	872601	22	5
23536	9	Port Input	2	876147	3567	6
23536	9	Response	3	876147	3567	6
23536	9	Port Input	2	880096	7517	4
23536	9	Response	3	880096	7517	4
23536	9	Port Input	2	881966	9386	5
23536	9	Response	3	881966	9386	5
23536	9	Port Input	2	885642	13062	4
23536	9	Response	3	885642	13062	4
23536	9	Port Input	2	887580	15001	4
23536	9	Response	3	887580	15001	4
23536	10	Nothing	19	889364	0	1			0		other	0
23536	10	Port Input	2	904697	15334	4
23536	10	Response	3	904697	15334	4
23536	10	Port Input	2	907170	17806	4
23536	10	Response	3	907170	17806	4
23536	11	Nothing	51	908857	0	1			0		other	0
23536	11	Port Input	2	908994	137	4
23536	11	Response	3	908994	137	4
23536	11	Port Input	2	910746	1888	5
23536	11	Response	3	910746	1888	5
23536	12	Nothing	1000	910765	0	1			0		other	0
23536	13	Nothing	62	910873	0	1			0		other	0
23536	14	Nothing	101	910989	0	1			0		other	0
23536	15	Nothing	19	941263	0	0			0		other	0
23536	15	Port Input	2	955822	14559	4
23536	15	Response	3	955822	14559	4
23536	15	Port Input	2	958001	16738	4
23536	15	Response	3	958001	16738	4
23536	16	Nothing	19	973957	0	1			0		other	0
23536	17	Nothing	51	1011792	0	1			0		other	0
23536	17	Port Input	2	1017023	5231	4
23536	17	Response	3	1017023	5231	4
23536	18	Nothing	1000	1017038	0	1			0		other	0
23536	19	Nothing	62	1017145	0	0			0		other	0
23536	20	Nothing	101	1017265	0	1			0		false_alarm	163
23536	20	Port Input	2	1017877	612	5
23536	20	Port Input	2	1020657	3392	4
23536	20	Response	3	1020657	3392	4
23536	21	Nothing	19	1047543	0	1			0		other	0
23536	22	Nothing	52	1063606	0	1			0		other	0
23536	22	Port Input	2	1066315	2710	4
23536	22	Response	3	1066315	2710	4
23536	23	Nothing	1000	1066330	0	0			0		other	0
23536	24	Nothing	62	1066439	0	1			0		other	0
23536	25	Nothing	111	1066559	0	1			0		false_alarm	172
23536	25	Port Input	2	1067899	1341	4
23536	25	Response	3	1067899	1341	4
23536	25	Port Input	2	1069277	2718	4
23536	25	Response	3	1069277	2718	4
23536	25	Port Input	2	1070241	3682	4
23536	25	Response	3	1070241	3682	4
23536	25	Port Input	2	1071453	4894	5
23536	25	Response	3	1071453	4894	5
23536	25	Port Input	2	1072706	6147	4
23536	25	Response	3	1072706	6147	4
23536	25	Port Input	2	1073962	7404	4
23536	25	Response	3	1073962	7404	4
23536	25	Port Input	2	1075201	8643	4
23536	25	Response	3	1075201	8643	4
23536	25	Port Input	2	1076538	9979	4
23536	25	Response	3	1076538	9979	4
23536	25	Port Input	2	1077906	11348	4
23536	25	Response	3	1077906	11348	4
23536	25	Port Input	2	1079259	12700	4
23536	25	Response	3	1079259	12700	4
23536	25	Port Input	2	1094900	28342	4
23536	25	Response	3	1094900	28342	4
23536	25	Port Input	2	1096507	29948	4
23536	25	Response	3	1096507	29948	4
23536	26	Nothing	19	1096868	0	1			0		other	0
23536	26	Port Input	2	1100178	3310	4
23536	26	Response	3	1100178	3310	4
23536	26	Port Input	2	1123111	26243	4
23536	26	Response	3	1123111	26243	4
23536	27	Nothing	19	1125289	0	1			0		other	0
23536	27	Port Input	2	1148548	23259	4
23536	27	Response	3	1148548	23259	4
23536	27	Port Input	2	1149906	24617	4
23536	27	Response	3	1149906	24617	4
23536	27	Port Input	2	1152761	27472	4
23536	27	Response	3	1152761	27472	4
23536	28	Nothing	19	1155903	0	1			0		other	0
23536	28	Port Input	1	1191753	35850	4
23536	28	Response	2	1191753	35850	4
23536	28	Port Input	2	1192998	37095	5
23536	28	Response	3	1192998	37095	5
23536	29	Nothing	19	1198672	0	1			0		other	0
23536	31	Nothing	51	1228789	0	1			0		other	0
23536	31	Port Input	2	1231278	2489	6
23536	31	Response	3	1231278	2489	6
23536	32	Nothing	1000	1231296	0	1			0		other	0
23536	33	Nothing	62	1231403	0	1			0		other	0
23536	34	Nothing	101	1231519	0	1			0		other	0
23536	35	Nothing	19	1262272	0	1			0		other	0
23536	36	Nothing	51	1274042	0	1			0		other	0
23536	36	Port Input	2	1275790	1748	5
23536	36	Response	3	1275790	1748	5
23536	37	Nothing	1002	1275812	0	0			0		other	0
23536	38	Nothing	63	1275925	0	1			0		other	0
23536	39	Nothing	101	1276041	0	0			0		false_alarm	227
23536	39	Port Input	2	1277552	1510	4
23536	39	Response	3	1277552	1510	4
23536	39	Port Input	2	1279296	3255	4
23536	39	Response	3	1279296	3255	4
23536	40	Nothing	19	1308990	0	1			0		other	0
23536	41	Nothing	51	1324919	0	1			0		other	0
23536	41	Port Input	2	1326433	1514	4
23536	41	Response	3	1326433	1514	4
23536	42	Nothing	1000	1326449	0	0			0		other	0
23536	43	Nothing	62	1326557	0	0			0		other	0
23536	44	Nothing	101	1326682	0	1			0		false_alarm	238
23536	44	Port Input	2	1328323	1641	4
23536	44	Response	3	1328323	1641	4
23536	45	Nothing	19	1359523	0	1			0		other	0
23536	46	Nothing	51	1378033	0	1			0		other	0
23536	46	Port Input	2	1379698	1664	4
23536	46	Response	3	1379698	1664	4
23536	47	Nothing	1000	1379713	0	1			0		other	0
23536	48	Nothing	62	1379821	0	1			0		other	0
23536	49	Nothing	101	1379938	0	1			0		false_alarm	247
23536	49	Port Input	2	1405185	25246	4
23536	49	Response	3	1405185	25246	4
23536	49	Port Input	1	1408388	28450	5
23536	49	Response	2	1408388	28450	5
23536	49	Port Input	1	1410106	30167	4
23536	49	Response	2	1410106	30167	4
23536	49	Port Input	2	1411657	31718	4
23536	49	Response	3	1411657	31718	4
23536	50	Nothing	19	1412769	0	1			0		other	0
23536	51	Nothing	51	1456462	0	1			0		other	0
23536	51	Port Input	2	1459221	2760	5
23536	51	Response	3	1459221	2760	5
23536	52	Nothing	1000	1459239	0	1			0		other	0
23536	53	Nothing	62	1459349	0	1			0		other	0
23536	54	Nothing	101	1459466	0	1			0		false_alarm	262
23536	54	Port Input	2	1460859	1393	4
23536	54	Response	3	1460859	1393	4
23536	54	Port Input	2	1480822	21356	4
23536	54	Response	3	1480822	21356	4
23536	55	Nothing	19	1492306	0	1			0		other	0
23536	57	Nothing	51	1525974	0	1			0		other	0
23536	57	Port Input	2	1527281	1307	4
23536	57	Response	3	1527281	1307	4
23536	58	Nothing	1000	1527298	0	1			0		other	0
