Scenario - phase2_matchingPennies_algorithm1
Logfile written - 06/28/2023 11:12:58

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23508	1	Nothing	61	10445	0	1			0		other	0
23508	1	Manual	06/28/2023 10:35:52	10601	156	NA
23508	1	Port Input	2	14892	4447	4
23508	1	Response	3	14892	4447	4
23508	1	Port Input	2	21907	11462	6
23508	1	Response	3	21907	11462	6
23508	1	Port Input	2	22028	11583	4
23508	1	Response	3	22028	11583	4
23508	1	Port Input	2	22233	11788	4
23508	1	Port Input	2	29571	19126	4
23508	1	Response	3	29571	19126	4
23508	1	Port Input	2	33109	22664	5
23508	1	Response	3	33109	22664	5
23508	1	Port Input	2	41687	31242	5
23508	1	Response	3	41687	31242	5
23508	1	Port Input	2	41889	31444	4
23508	1	Port Input	2	46064	35619	4
23508	1	Response	3	46064	35619	4
23508	1	Port Input	2	46674	36229	4
23508	1	Response	3	46674	36229	4
23508	1	Port Input	1	89197	78752	7
23508	1	Response	2	89197	78752	7
23508	1	Port Input	1	90607	80162	4
23508	1	Response	2	90607	80162	4
23508	1	Port Input	1	111214	100769	4
23508	1	Response	2	111214	100769	4
23508	1	Port Input	1	112886	102441	4
23508	1	Response	2	112886	102441	4
23508	1	Port Input	2	123581	113136	4
23508	1	Response	3	123581	113136	4
23508	1	Port Input	1	146400	135954	4
23508	1	Response	2	146400	135954	4
23508	1	Port Input	1	147847	137401	4
23508	1	Response	2	147847	137401	4
23508	1	Port Input	2	158147	147702	4
23508	1	Response	3	158147	147702	4
23508	1	Port Input	1	172524	162079	5
23508	1	Response	2	172524	162079	5
23508	1	Port Input	1	174089	163644	4
23508	1	Response	2	174089	163644	4
23508	1	Port Input	2	187043	176598	4
23508	1	Response	3	187043	176598	4
23508	1	Port Input	2	193468	183023	4
23508	1	Response	3	193468	183023	4
23508	1	Port Input	1	208114	197669	4
23508	1	Response	2	208114	197669	4
23508	1	Port Input	1	209646	199200	4
23508	1	Response	2	209646	199200	4
23508	1	Port Input	1	228288	217843	4
23508	1	Response	2	228288	217843	4
23508	1	Port Input	2	229560	219115	4
23508	1	Response	3	229560	219115	4
23508	1	Port Input	1	244406	233961	4
23508	1	Response	2	244406	233961	4
23508	1	Port Input	1	246374	235929	4
23508	1	Response	2	246374	235929	4
23508	1	Port Input	2	261218	250773	6
23508	1	Response	3	261218	250773	6
23508	1	Port Input	2	263074	252629	4
23508	1	Response	3	263074	252629	4
23508	1	Port Input	2	266737	256292	4
23508	1	Response	3	266737	256292	4
23508	1	Port Input	2	267257	256812	4
23508	1	Response	3	267257	256812	4
23508	1	Port Input	2	268594	258148	4
23508	1	Response	3	268594	258148	4
23508	1	Port Input	2	282559	272114	4
23508	1	Response	3	282559	272114	4
23508	1	Port Input	1	295478	285033	4
23508	1	Response	2	295478	285033	4
23508	1	Port Input	2	324557	314112	5
23508	1	Response	3	324557	314112	5
23508	1	Port Input	2	344698	334253	4
23508	1	Response	3	344698	334253	4
23508	1	Port Input	1	357428	346983	4
23508	1	Response	2	357428	346983	4
23508	1	Port Input	2	372061	361616	5
23508	1	Response	3	372061	361616	5
23508	1	Port Input	2	375178	364733	4
23508	1	Response	3	375178	364733	4
23508	1	Port Input	2	376636	366191	4
23508	1	Response	3	376636	366191	4
23508	1	Port Input	2	399644	389199	6
23508	1	Response	3	399644	389199	6
23508	1	Port Input	2	436642	426197	4
23508	1	Response	3	436642	426197	4
23508	1	Port Input	1	460058	449613	6
23508	1	Response	2	460058	449613	6
23508	1	Port Input	2	461490	451045	4
23508	1	Response	3	461490	451045	4
23508	1	Port Input	2	463532	453087	4
23508	1	Response	3	463532	453087	4
23508	1	Port Input	2	485070	474625	5
23508	1	Response	3	485070	474625	5
23508	1	Port Input	2	506679	496234	4
23508	1	Response	3	506679	496234	4
23508	1	Port Input	1	540480	530035	4
23508	1	Response	2	540480	530035	4
23508	1	Port Input	1	542056	531611	4
23508	1	Response	2	542056	531611	4
23508	1	Port Input	2	588297	577852	5
23508	1	Response	3	588297	577852	5
23508	1	Port Input	2	588963	578518	4
23508	1	Response	3	588963	578518	4
23508	1	Port Input	2	629374	618929	4
23508	1	Response	3	629374	618929	4
23508	1	Port Input	2	649858	639413	5
23508	1	Response	3	649858	639413	5
23508	1	Port Input	2	658991	648546	4
23508	1	Response	3	658991	648546	4
23508	1	Port Input	2	719784	709339	4
23508	1	Response	3	719784	709339	4
23508	1	Port Input	2	721700	711255	7
23508	1	Response	3	721700	711255	7
23508	2	Nothing	52	744769	0	0			0		other	0
23508	2	Port Input	1	747750	2982	4
23508	2	Response	2	747750	2982	4
23508	3	Nothing	1000	747765	0	1			0		other	0
23508	4	Nothing	62	747872	0	1			0		other	0
23508	5	Nothing	110	747989	0	1			0		false_alarm	122
23508	5	Port Input	1	749336	1347	4
23508	5	Response	2	749336	1347	4
23508	5	Port Input	1	751424	3435	4
23508	5	Response	2	751424	3435	4
23508	5	Port Input	2	763599	15610	4
23508	5	Response	3	763599	15610	4
23508	6	Nothing	19	778533	0	1			0		other	0
23508	6	Port Input	2	797899	19366	4
23508	6	Response	3	797899	19366	4
23508	7	Nothing	19	801648	0	1			0		other	0
23508	8	Nothing	51	826559	0	1			0		other	0
23508	8	Port Input	1	829595	3036	4
23508	8	Response	2	829595	3036	4
23508	9	Nothing	1000	829609	0	0			0		other	0
23508	10	Nothing	62	829718	0	1			0		other	0
23508	11	Nothing	100	829839	0	1			0		false_alarm	138
23508	11	Port Input	1	831246	1407	4
23508	11	Response	2	831246	1407	4
23508	11	Port Input	1	832603	2764	4
23508	11	Response	2	832603	2764	4
23508	11	Port Input	1	833740	3900	5
23508	11	Response	2	833740	3900	5
23508	11	Port Input	1	834898	5059	4
23508	11	Response	2	834898	5059	4
23508	11	Port Input	1	836131	6292	4
23508	11	Response	2	836131	6292	4
23508	11	Port Input	1	837438	7598	4
23508	11	Response	2	837438	7598	4
23508	11	Port Input	1	838823	8984	8
23508	11	Response	2	838823	8984	8
23508	11	Port Input	1	840179	10340	4
23508	11	Response	2	840179	10340	4
23508	11	Port Input	1	841610	11770	4
23508	11	Response	2	841610	11770	4
23508	11	Port Input	1	842916	13076	4
23508	11	Response	2	842916	13076	4
23508	11	Port Input	1	844435	14595	4
23508	11	Response	2	844435	14595	4
23508	11	Port Input	1	846057	16217	4
23508	11	Response	2	846057	16217	4
23508	11	Port Input	1	847626	17786	7
23508	11	Response	2	847626	17786	7
23508	11	Port Input	1	849414	19574	4
23508	11	Response	2	849414	19574	4
23508	11	Port Input	1	850872	21033	4
23508	11	Response	2	850872	21033	4
23508	11	Port Input	1	852536	22696	5
23508	11	Response	2	852536	22696	5
23508	11	Port Input	1	854070	24231	4
23508	11	Response	2	854070	24231	4
23508	11	Port Input	2	855695	25856	4
23508	11	Response	3	855695	25856	4
23508	11	Port Input	1	855897	26058	4
23508	11	Response	2	855897	26058	4
23508	11	Port Input	1	856998	27159	4
23508	11	Response	2	856998	27159	4
23508	11	Port Input	2	858506	28666	5
23508	11	Response	3	858506	28666	5
23508	12	Nothing	19	860129	0	1			0		other	0
23508	12	Port Input	1	860495	366	4
23508	12	Response	2	860495	366	4
23508	12	Port Input	1	862002	1873	4
23508	12	Response	2	862002	1873	4
23508	12	Port Input	2	874946	14816	4
23508	12	Response	3	874946	14816	4
23508	12	Port Input	2	893511	33382	4
23508	12	Response	3	893511	33382	4
23508	13	Nothing	19	899801	0	0			0		other	0
23508	13	Port Input	2	900989	1187	4
23508	13	Response	3	900989	1187	4
23508	13	Port Input	2	902439	2637	4
23508	13	Response	3	902439	2637	4
23508	13	Port Input	2	915985	16184	4
23508	13	Response	3	915985	16184	4
23508	14	Nothing	19	919127	0	1			0		other	0
23508	14	Port Input	2	931988	12861	4
23508	14	Response	3	931988	12861	4
23508	14	Port Input	2	933414	14287	4
23508	14	Response	3	933414	14287	4
23508	14	Port Input	2	933823	14696	4
23508	15	Nothing	19	955904	0	1			0		other	0
23508	16	Nothing	51	969686	0	1			0		other	0
23508	16	Port Input	1	972790	3104	4
23508	16	Response	2	972790	3104	4
23508	17	Nothing	1000	972805	0	1			0		other	0
23508	18	Nothing	62	972918	0	1			0		other	0
23508	19	Nothing	100	973039	0	1			0		false_alarm	209
23508	19	Port Input	1	974670	1631	9
23508	19	Response	2	974670	1631	9
23508	19	Port Input	1	975816	2776	4
23508	19	Response	2	975816	2776	4
23508	19	Port Input	1	976927	3887	4
23508	19	Response	2	976927	3887	4
23508	19	Port Input	1	978168	5129	4
23508	19	Response	2	978168	5129	4
23508	19	Port Input	1	979457	6417	4
23508	19	Response	2	979457	6417	4
23508	19	Port Input	1	980895	7856	4
23508	19	Response	2	980895	7856	4
23508	19	Port Input	1	982142	9103	4
23508	19	Response	2	982142	9103	4
23508	19	Port Input	1	983561	10522	4
