Scenario - phase2_matchingPennies_algorithm1
Logfile written - 06/23/2023 14:20:30

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23538	1	Nothing	61	10440	0	1			0		other	0
23538	1	Manual	06/23/2023 13:31:40	10597	157	NA
23538	1	Port Input	2	25861	15421	4
23538	1	Response	3	25861	15421	4
23538	1	Port Input	2	43431	32991	4
23538	1	Response	3	43431	32991	4
23538	1	Port Input	2	45886	35446	4
23538	1	Response	3	45886	35446	4
23538	1	Port Input	2	262731	252291	5
23538	1	Response	3	262731	252291	5
23538	1	Port Input	2	328366	317926	4
23538	1	Response	3	328366	317926	4
23538	1	Port Input	2	330370	319929	4
23538	1	Response	3	330370	319929	4
23538	1	Port Input	2	390170	379730	4
23538	1	Response	3	390170	379730	4
23538	1	Port Input	2	392322	381882	4
23538	1	Response	3	392322	381882	4
23538	1	Port Input	2	447761	437321	5
23538	1	Response	3	447761	437321	5
23538	1	Port Input	2	449565	439125	5
23538	1	Response	3	449565	439125	5
23538	1	Port Input	2	465161	454721	4
23538	1	Response	3	465161	454721	4
23538	1	Port Input	2	467177	456737	4
23538	1	Response	3	467177	456737	4
23538	1	Port Input	2	494925	484485	4
23538	1	Response	3	494925	484485	4
23538	1	Port Input	2	527110	516670	4
23538	1	Response	3	527110	516670	4
23538	1	Port Input	2	596400	585960	4
23538	1	Response	3	596400	585960	4
23538	1	Port Input	2	607144	596704	4
23538	1	Response	3	607144	596704	4
23538	1	Port Input	2	634621	624180	4
23538	1	Response	3	634621	624180	4
23538	1	Port Input	2	637285	626845	4
23538	1	Response	3	637285	626845	4
23538	1	Port Input	2	641533	631093	4
23538	1	Response	3	641533	631093	4
23538	1	Port Input	2	758271	747831	5
23538	1	Response	3	758271	747831	5
23538	2	Nothing	52	759502	0	1			0		other	0
23538	2	Port Input	2	761012	1509	5
23538	2	Response	3	761012	1509	5
23538	3	Nothing	1000	761028	0	1			0		other	0
23538	4	Nothing	62	761136	0	0			0		other	0
23538	5	Nothing	111	761260	0	1			0		false_alarm	50
23538	5	Port Input	2	762614	1355	4
23538	5	Response	3	762614	1355	4
23538	5	Port Input	2	765069	3810	4
23538	5	Response	3	765069	3810	4
23538	5	Port Input	2	766297	5037	5
23538	5	Response	3	766297	5037	5
23538	5	Port Input	2	767632	6372	4
23538	5	Response	3	767632	6372	4
23538	5	Port Input	1	768916	7656	4
23538	5	Response	2	768916	7656	4
23538	5	Port Input	1	770234	8975	4
23538	5	Response	2	770234	8975	4
23538	5	Port Input	2	771503	10243	4
23538	5	Response	3	771503	10243	4
23538	5	Port Input	2	772927	11667	4
23538	5	Response	3	772927	11667	4
23538	5	Port Input	1	774331	13072	4
23538	5	Response	2	774331	13072	4
23538	5	Port Input	2	775623	14364	4
23538	5	Response	3	775623	14364	4
23538	5	Port Input	2	777301	16041	8
23538	5	Response	3	777301	16041	8
23538	5	Port Input	1	778593	17333	4
23538	5	Response	2	778593	17333	4
23538	5	Port Input	1	780097	18838	4
23538	5	Response	2	780097	18838	4
23538	5	Port Input	2	781610	20351	5
23538	5	Response	3	781610	20351	5
23538	5	Port Input	2	782911	21652	4
23538	5	Response	3	782911	21652	4
23538	5	Port Input	1	784453	23194	4
23538	5	Response	2	784453	23194	4
23538	5	Port Input	1	785970	24711	4
23538	5	Response	2	785970	24711	4
23538	5	Port Input	2	787542	26282	6
23538	5	Response	3	787542	26282	6
23538	5	Port Input	1	789169	27909	5
23538	5	Response	2	789169	27909	5
23538	5	Port Input	1	790881	29622	4
23538	5	Response	2	790881	29622	4
23538	6	Nothing	19	791813	0	1			0		other	0
23538	7	Nothing	52	809413	0	1			0		other	0
23538	7	Port Input	2	810801	1388	4
23538	7	Response	3	810801	1388	4
23538	8	Nothing	1000	810817	0	1			0		other	0
23538	9	Nothing	62	810925	0	0			0		other	0
23538	10	Nothing	111	811046	0	0			0		false_alarm	97
23538	10	Port Input	2	812057	1012	5
23538	10	Response	3	812057	1012	5
23538	10	Port Input	2	814734	3688	4
23538	10	Response	3	814734	3688	4
23538	10	Port Input	2	816028	4982	5
23538	10	Response	3	816028	4982	5
23538	10	Port Input	1	817553	6507	5
23538	10	Response	2	817553	6507	5
23538	10	Port Input	1	818965	7919	4
23538	10	Response	2	818965	7919	4
23538	10	Port Input	2	820193	9147	4
23538	10	Response	3	820193	9147	4
23538	10	Port Input	2	821685	10639	4
23538	10	Response	3	821685	10639	4
23538	10	Port Input	1	823073	12027	4
23538	10	Response	2	823073	12027	4
23538	10	Port Input	1	824630	13584	4
23538	10	Response	2	824630	13584	4
23538	10	Port Input	2	826172	15126	4
23538	10	Response	3	826172	15126	4
23538	10	Port Input	2	827671	16625	4
23538	10	Response	3	827671	16625	4
23538	10	Port Input	1	829204	18158	4
23538	10	Response	2	829204	18158	4
23538	10	Port Input	1	831057	20011	7
23538	10	Response	2	831057	20011	7
23538	10	Port Input	2	832444	21398	4
23538	10	Response	3	832444	21398	4
23538	10	Port Input	1	833930	22884	4
23538	10	Response	2	833930	22884	4
23538	10	Port Input	1	835390	24344	5
23538	10	Response	2	835390	24344	5
23538	10	Port Input	1	837087	26042	4
23538	10	Response	2	837087	26042	4
23538	10	Port Input	2	838430	27385	4
23538	10	Response	3	838430	27385	4
23538	10	Port Input	1	840157	29112	4
23538	10	Response	2	840157	29112	4
23538	11	Nothing	19	841319	0	1			0		other	0
23538	11	Port Input	1	841848	529	4
23538	11	Response	2	841848	529	4
23538	11	Port Input	2	846209	4889	4
23538	11	Response	3	846209	4889	4
23538	11	Port Input	1	847811	6491	4
