Scenario - phase2_matchingPennies_algorithm1
Logfile written - 07/22/2023 12:20:16

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23534	1	Nothing	61	10627	0	0			0		other	0
23534	1	Manual	07/22/2023 11:32:28	10783	157	NA
23534	1	Port Input	2	11191	564	97
23534	1	Response	3	11191	564	97
23534	1	Port Input	1	31603	20977	5
23534	1	Response	2	31603	20977	5
23534	1	Port Input	2	35051	24424	4
23534	1	Response	3	35051	24424	4
23534	1	Port Input	1	59364	48738	4
23534	1	Response	2	59364	48738	4
23534	1	Port Input	2	60882	50255	4
23534	1	Response	3	60882	50255	4
23534	1	Port Input	2	99929	89302	6
23534	1	Response	3	99929	89302	6
23534	1	Port Input	2	102781	92154	4
23534	1	Response	3	102781	92154	4
23534	1	Port Input	2	129520	118893	4
23534	1	Response	3	129520	118893	4
23534	1	Port Input	2	151635	141008	4
23534	1	Response	3	151635	141008	4
23534	1	Port Input	2	152762	142136	9
23534	1	Response	3	152762	142136	9
23534	1	Port Input	2	172489	161862	4
23534	1	Response	3	172489	161862	4
23534	1	Port Input	1	268881	258255	4
23534	1	Response	2	268881	258255	4
23534	1	Port Input	1	271566	260939	6
23534	1	Response	2	271566	260939	6
23534	1	Port Input	2	310708	300081	4
23534	1	Response	3	310708	300081	4
23534	1	Port Input	2	313198	302571	4
23534	1	Response	3	313198	302571	4
23534	1	Port Input	2	314500	303873	4
23534	1	Response	3	314500	303873	4
23534	1	Port Input	1	335978	325351	5
23534	1	Response	2	335978	325351	5
23534	1	Port Input	1	337205	326578	4
23534	1	Response	2	337205	326578	4
23534	1	Port Input	1	338551	327925	4
23534	1	Response	2	338551	327925	4
23534	1	Port Input	2	341676	331049	4
23534	1	Response	3	341676	331049	4
23534	1	Port Input	2	427949	417322	5
23534	1	Response	3	427949	417322	5
23534	1	Port Input	1	437480	426854	4
23534	1	Response	2	437480	426854	4
23534	1	Port Input	1	439023	428396	4
23534	1	Response	2	439023	428396	4
23534	1	Port Input	1	440063	429436	4
23534	1	Response	2	440063	429436	4
23534	1	Port Input	2	535324	524697	4
23534	1	Response	3	535324	524697	4
23534	1	Port Input	1	544881	534255	4
23534	1	Response	2	544881	534255	4
23534	1	Port Input	1	546096	535469	4
23534	1	Response	2	546096	535469	4
23534	1	Port Input	1	547355	536729	5
23534	1	Response	2	547355	536729	5
23534	1	Port Input	1	565497	554870	4
23534	1	Response	2	565497	554870	4
23534	1	Port Input	1	566771	556144	4
23534	1	Response	2	566771	556144	4
23534	1	Port Input	2	706281	695654	5
23534	1	Response	3	706281	695654	5
23534	2	Nothing	52	753194	0	0			0		other	0
23534	2	Port Input	1	757517	4324	4
23534	2	Response	2	757517	4324	4
23534	3	Nothing	1000	757532	0	0			0		other	0
23534	4	Nothing	62	757639	0	1			0		other	0
23534	5	Nothing	110	757757	0	1			0		false_alarm	72
23534	5	Port Input	1	758891	1134	5
23534	5	Response	2	758891	1134	5
23534	5	Port Input	2	760424	2667	4
23534	5	Response	3	760424	2667	4
23534	5	Port Input	2	761754	3997	4
23534	5	Response	3	761754	3997	4
23534	6	Nothing	19	788279	0	1			0		other	0
23534	7	Nothing	51	799614	0	1			0		other	0
23534	7	Port Input	1	802474	2860	5
23534	7	Response	2	802474	2860	5
23534	8	Nothing	1000	802492	0	1			0		other	0
23534	9	Nothing	62	802600	0	1			0		other	0
23534	10	Nothing	100	802727	0	1			0		false_alarm	85
23534	10	Port Input	1	803671	944	4
23534	10	Response	2	803671	944	4
23534	10	Port Input	1	807163	4436	6
23534	10	Response	2	807163	4436	6
23534	10	Port Input	1	808308	5581	4
23534	10	Response	2	808308	5581	4
23534	10	Port Input	1	809429	6702	4
23534	10	Response	2	809429	6702	4
23534	10	Port Input	1	810673	7946	4
23534	10	Response	2	810673	7946	4
23534	10	Port Input	1	811943	9216	4
23534	10	Response	2	811943	9216	4
23534	10	Port Input	1	814615	11889	4
23534	10	Response	2	814615	11889	4
23534	10	Port Input	1	815899	13172	4
23534	10	Response	2	815899	13172	4
23534	10	Port Input	1	817225	14498	4
23534	10	Response	2	817225	14498	4
23534	10	Port Input	1	829251	26524	4
23534	10	Response	2	829251	26524	4
23534	10	Port Input	1	830400	27673	4
23534	10	Response	2	830400	27673	4
23534	10	Port Input	1	831621	28894	4
23534	10	Response	2	831621	28894	4
23534	10	Port Input	1	832730	30003	128
23534	10	Response	2	832730	30003	128
23534	11	Nothing	19	833014	0	1			0		other	0
23534	11	Port Input	1	834256	1242	4
23534	11	Response	2	834256	1242	4
23534	11	Port Input	1	839930	6916	5
23534	11	Response	2	839930	6916	5
23534	11	Port Input	1	841182	8167	4
23534	11	Response	2	841182	8167	4
23534	11	Port Input	1	841186	8171	4
23534	11	Port Input	1	842656	9642	4
23534	11	Response	2	842656	9642	4
23534	11	Port Input	1	844323	11309	4
23534	11	Response	2	844323	11309	4
23534	11	Port Input	1	845655	12641	4
23534	11	Response	2	845655	12641	4
23534	11	Port Input	1	848660	15645	4
23534	11	Response	2	848660	15645	4
23534	11	Port Input	1	864759	31745	4
23534	11	Response	2	864759	31745	4
23534	11	Port Input	1	865894	32880	5
23534	11	Response	2	865894	32880	5
23534	12	Nothing	19	866863	0	0			0		other	0
23534	12	Port Input	1	867170	307	5
23534	12	Response	2	867170	307	5
23534	13	Nothing	19	888719	0	1			0		other	0
23534	13	Port Input	1	893835	5116	4
23534	13	Response	2	893835	5116	4
23534	13	Port Input	1	895135	6416	4
23534	13	Response	2	895135	6416	4
23534	13	Port Input	1	902289	13570	4
23534	13	Response	2	902289	13570	4
23534	13	Port Input	1	903336	14617	5
23534	13	Response	2	903336	14617	5
23534	13	Port Input	1	904635	15916	4
23534	13	Response	2	904635	15916	4
23534	14	Nothing	19	910753	0	1			0		other	0
23534	14	Port Input	2	919973	9220	4
23534	14	Response	3	919973	9220	4
23534	15	Nothing	19	936145	0	0			0		other	0
23534	15	Port Input	1	937372	1227	4
23534	15	Response	2	937372	1227	4
23534	15	Port Input	1	937376	1231	4
23534	15	Port Input	1	938928	2783	4
23534	15	Response	2	938928	2783	4
23534	15	Port Input	2	949959	13814	4
23534	15	Response	3	949959	13814	4
23534	16	Nothing	52	958126	0	1			0		other	0
23534	16	Port Input	1	962619	4493	4
23534	16	Response	2	962619	4493	4
23534	17	Nothing	1000	962633	0	1			0		other	0
23534	18	Nothing	62	962742	0	1			0		other	0
23534	19	Nothing	110	962858	0	1			0		false_alarm	162
23534	19	Port Input	1	963965	1107	5
23534	19	Response	2	963965	1107	5
23534	20	Nothing	19	993161	0	1			0		other	0
23534	21	Nothing	51	1041306	0	0			0		other	0
23534	21	Port Input	2	1043167	1861	4
23534	21	Response	3	1043167	1861	4
23534	22	Nothing	1000	1043188	0	1			0		other	0
23534	23	Nothing	62	1043296	0	1			0		other	0
23534	24	Nothing	101	1043415	0	0			0		false_alarm	171
23534	24	Port Input	1	1046104	2689	4
23534	24	Response	2	1046104	2689	4
23534	24	Port Input	1	1046476	3060	4
23534	24	Response	2	1046476	3060	4
23534	24	Port Input	1	1047636	4220	4
23534	24	Response	2	1047636	4220	4
23534	25	Nothing	19	1073847	0	1			0		other	0
23534	25	Port Input	2	1086035	12188	4
23534	25	Response	3	1086035	12188	4
23534	26	Nothing	19	1118695	0	0			0		other	0
23534	26	Port Input	2	1135511	16817	4
23534	26	Response	3	1135511	16817	4
23534	27	Nothing	19	1158834	0	0			0		other	0
23534	27	Port Input	2	1174493	15660	120
23534	27	Response	3	1174493	15660	120
23534	29	Nothing	51	1174794	0	1			0		other	0
23534	29	Port Input	2	1176708	1913	4
23534	29	Response	3	1176708	1913	4
23534	30	Nothing	1001	1176724	0	1			0		other	0
23534	31	Nothing	63	1176836	0	0			0		other	0
23534	32	Nothing	101	1176952	0	1			0		false_alarm	192
23534	32	Port Input	2	1180817	3864	5
23534	32	Response	3	1180817	3864	5
23534	33	Nothing	19	1207733	0	0			0		other	0
23534	33	Port Input	2	1216995	9262	4
23534	33	Response	3	1216995	9262	4
23534	33	Port Input	1	1219573	11840	4
23534	33	Response	2	1219573	11840	4
23534	34	Nothing	19	1221492	0	1			0		other	0
23534	34	Port Input	2	1253452	31959	4
23534	34	Response	3	1253452	31959	4
23534	35	Nothing	19	1258118	0	0			0		other	0
23534	35	Port Input	1	1273081	14963	4
23534	35	Response	2	1273081	14963	4
23534	35	Port Input	1	1274320	16203	4
23534	35	Response	2	1274320	16203	4
23534	35	Port Input	2	1275960	17843	4
23534	35	Response	3	1275960	17843	4
23534	35	Port Input	2	1277113	18996	4
23534	35	Response	3	1277113	18996	4
23534	36	Nothing	19	1283685	0	1			0		other	0
23534	36	Port Input	2	1293425	9740	4
23534	36	Response	3	1293425	9740	4
23534	37	Nothing	19	1329236	0	1			0		other	0
23534	38	Nothing	51	1351482	0	1			0		other	0
23534	38	Port Input	2	1353385	1903	4
23534	38	Response	3	1353385	1903	4
23534	39	Nothing	1000	1353403	0	1			0		other	0
23534	40	Nothing	62	1353510	0	1			0		other	0
23534	41	Nothing	101	1353626	0	1			0		false_alarm	221
23534	41	Port Input	2	1357444	3818	4
23534	41	Response	3	1357444	3818	4
23534	42	Nothing	19	1386492	0	1			0		other	0
23534	42	Port Input	2	1408522	22030	118
23534	42	Response	3	1408522	22030	118
23534	43	Nothing	52	1408781	0	1			0		other	0
23534	43	Port Input	2	1411538	2758	4
23534	43	Response	3	1411538	2758	4
23534	44	Nothing	1000	1411553	0	0			0		other	0
23534	45	Nothing	62	1411662	0	1			0		other	0
23534	46	Nothing	111	1411782	0	1			0		false_alarm	232
23534	46	Port Input	2	1412982	1200	5
23534	46	Response	3	1412982	1200	5
23534	46	Port Input	2	1423132	11350	4
23534	46	Response	3	1423132	11350	4
23534	47	Nothing	19	1444645	0	0			0		other	0
23534	47	Port Input	2	1453428	8783	4
23534	47	Response	3	1453428	8783	4
23534	47	Port Input	2	1454806	10161	4
23534	47	Response	3	1454806	10161	4
23534	47	Port Input	2	1455808	11163	4
23534	47	Response	3	1455808	11163	4
23534	47	Port Input	2	1484045	39400	4
23534	47	Response	3	1484045	39400	4
23534	48	Nothing	19	1492213	0	1			0		other	0
23534	48	Port Input	2	1500433	8220	4
23534	48	Response	3	1500433	8220	4
23534	48	Port Input	2	1501641	9427	4
23534	48	Response	3	1501641	9427	4
23534	49	Nothing	19	1521521	0	1			0		other	0
23534	49	Port Input	2	1526829	5308	4
23534	49	Response	3	1526829	5308	4
23534	49	Port Input	2	1530809	9288	4
23534	49	Response	3	1530809	9288	4
23534	50	Nothing	19	1536158	0	1			0		other	0
23534	50	Port Input	2	1549373	13215	4
23534	50	Response	3	1549373	13215	4
23534	50	Port Input	2	1550485	14327	4
23534	50	Response	3	1550485	14327	4
23534	51	Nothing	19	1553443	0	1			0		other	0
23534	51	Port Input	2	1570782	17339	201
23534	51	Response	3	1570782	17339	201
23534	52	Nothing	51	1570986	0	1			0		other	0
23534	52	Port Input	2	1572004	1018	4
23534	52	Response	3	1572004	1018	4
23534	53	Nothing	1000	1572025	0	1			0		other	0
23534	54	Nothing	62	1572133	0	1			0		other	0
23534	55	Nothing	101	1572248	0	1			0		false_alarm	269
23534	55	Port Input	2	1601255	29007	6
23534	55	Response	3	1601255	29007	6
23534	55	Port Input	2	1603833	31585	4
23534	55	Response	3	1603833	31585	4
23534	56	Nothing	19	1605248	0	1			0		other	0
23534	56	Port Input	2	1622348	17099	4
23534	56	Response	3	1622348	17099	4
23534	56	Port Input	2	1623480	18231	4
23534	56	Response	3	1623480	18231	4
23534	56	Port Input	2	1644679	39431	4
23534	56	Response	3	1644679	39431	4
