Scenario - phase2_matchingPennies_algorithm1
Logfile written - 05/18/2023 11:26:13

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

23513	1	Nothing	61	10417	0	1			0		other	0
23513	1	Manual	05/18/2023 10:44:46	10581	164	NA
23513	1	Port Input	1	25507	15090	4
23513	1	Response	2	25507	15090	4
23513	1	Port Input	1	27136	16719	4
23513	1	Response	2	27136	16719	4
23513	1	Port Input	1	28511	18094	5
23513	1	Response	2	28511	18094	5
23513	1	Port Input	1	50443	40026	5
23513	1	Response	2	50443	40026	5
23513	1	Port Input	1	111703	101286	4
23513	1	Response	2	111703	101286	4
23513	1	Port Input	1	113951	103534	4
23513	1	Response	2	113951	103534	4
23513	1	Port Input	1	115709	105292	4
23513	1	Response	2	115709	105292	4
23513	1	Port Input	1	117718	107301	8
23513	1	Response	2	117718	107301	8
23513	1	Port Input	1	119314	108897	4
23513	1	Response	2	119314	108897	4
23513	1	Port Input	1	121096	110680	4
23513	1	Response	2	121096	110680	4
23513	1	Port Input	1	124685	114268	4
23513	1	Response	2	124685	114268	4
23513	1	Port Input	1	141452	131036	4
23513	1	Response	2	141452	131036	4
23513	1	Port Input	1	142954	132537	6
23513	1	Response	2	142954	132537	6
23513	1	Port Input	1	217779	207362	4
23513	1	Response	2	217779	207362	4
23513	1	Port Input	1	218945	208528	5
23513	1	Response	2	218945	208528	5
23513	1	Port Input	1	220338	209921	5
23513	1	Response	2	220338	209921	5
23513	1	Port Input	1	319704	309287	5
23513	1	Response	2	319704	309287	5
23513	1	Port Input	1	321081	310664	4
23513	1	Response	2	321081	310664	4
23513	1	Port Input	1	361498	351081	4
23513	1	Response	2	361498	351081	4
23513	1	Port Input	1	362936	352519	4
23513	1	Response	2	362936	352519	4
23513	1	Port Input	1	444752	434335	5
23513	1	Response	2	444752	434335	5
23513	1	Port Input	1	446135	435718	4
23513	1	Response	2	446135	435718	4
23513	1	Port Input	1	569415	558998	5
23513	1	Response	2	569415	558998	5
23513	1	Port Input	2	655252	644835	4
23513	1	Response	3	655252	644835	4
23513	1	Port Input	2	656638	646222	4
23513	1	Response	3	656638	646222	4
23513	1	Port Input	2	670724	660307	4
23513	1	Response	3	670724	660307	4
23513	1	Port Input	2	670789	660372	4
23513	1	Port Input	2	671814	661398	7
23513	1	Response	3	671814	661398	7
23513	1	Port Input	2	676134	665718	8
23513	1	Response	3	676134	665718	8
23513	1	Port Input	2	678931	668514	5
23513	1	Response	3	678931	668514	5
23513	2	Nothing	51	752223	0	1			0		other	0
23513	2	Port Input	1	755071	2848	4
23513	2	Response	2	755071	2848	4
23513	3	Nothing	1000	755086	0	1			0		other	0
23513	4	Nothing	62	755193	0	1			0		other	0
23513	5	Nothing	100	755313	0	0			0		false_alarm	69
23513	5	Port Input	1	756211	898	4
23513	5	Response	2	756211	898	4
23513	5	Port Input	1	759735	4422	4
23513	5	Response	2	759735	4422	4
23513	5	Port Input	1	760996	5683	4
23513	5	Response	2	760996	5683	4
23513	5	Port Input	1	762127	6814	4
23513	5	Response	2	762127	6814	4
23513	5	Port Input	1	763375	8062	4
23513	5	Response	2	763375	8062	4
23513	5	Port Input	1	764625	9312	4
23513	5	Response	2	764625	9312	4
23513	5	Port Input	1	765945	10632	4
23513	5	Response	2	765945	10632	4
23513	5	Port Input	1	767317	12004	4
23513	5	Response	2	767317	12004	4
23513	5	Port Input	1	768628	13315	6
23513	5	Response	2	768628	13315	6
23513	5	Port Input	1	769926	14613	4
23513	5	Response	2	769926	14613	4
23513	5	Port Input	1	771397	16084	4
23513	5	Response	2	771397	16084	4
23513	5	Port Input	1	772987	17674	4
23513	5	Response	2	772987	17674	4
23513	5	Port Input	1	774397	19084	4
23513	5	Response	2	774397	19084	4
23513	5	Port Input	1	775798	20485	5
23513	5	Response	2	775798	20485	5
23513	5	Port Input	1	779112	23799	4
23513	5	Response	2	779112	23799	4
23513	5	Port Input	1	780541	25228	4
23513	5	Response	2	780541	25228	4
23513	6	Nothing	19	785837	0	0			0		other	0
23513	6	Port Input	2	800682	14844	4
23513	6	Response	3	800682	14844	4
23513	6	Port Input	2	802003	16166	4
23513	6	Response	3	802003	16166	4
23513	7	Nothing	19	820371	0	1			0		other	0
23513	8	Nothing	51	861802	0	1			0		other	0
23513	8	Port Input	1	865017	3215	4
23513	8	Response	2	865017	3215	4
23513	9	Nothing	1000	865031	0	0			0		other	0
23513	10	Nothing	62	865139	0	1			0		other	0
23513	11	Nothing	100	865268	0	0			0		false_alarm	113
23513	11	Port Input	1	866171	903	4
23513	11	Response	2	866171	903	4
23513	11	Port Input	1	868642	3375	4
23513	11	Response	2	868642	3375	4
23513	11	Port Input	1	869949	4682	4
23513	11	Response	2	869949	4682	4
23513	11	Port Input	1	871257	5989	4
23513	11	Response	2	871257	5989	4
23513	11	Port Input	1	872400	7132	4
23513	11	Response	2	872400	7132	4
23513	11	Port Input	1	873614	8347	4
23513	11	Response	2	873614	8347	4
23513	11	Port Input	1	874893	9625	4
23513	11	Response	2	874893	9625	4
23513	11	Port Input	1	876225	10957	4
23513	11	Response	2	876225	10957	4
23513	11	Port Input	1	877605	12337	4
23513	11	Response	2	877605	12337	4
23513	11	Port Input	1	878914	13646	4
23513	11	Response	2	878914	13646	4
23513	11	Port Input	1	880429	15161	5
23513	11	Response	2	880429	15161	5
23513	11	Port Input	1	881962	16694	4
23513	11	Response	2	881962	16694	4
23513	11	Port Input	1	883479	18212	4
23513	11	Response	2	883479	18212	4
23513	11	Port Input	1	885091	19824	4
23513	11	Response	2	885091	19824	4
23513	11	Port Input	1	886749	21481	4
23513	11	Response	2	886749	21481	4
23513	11	Port Input	1	888501	23234	4
23513	11	Response	2	888501	23234	4
23513	11	Port Input	1	890122	24854	4
23513	11	Response	2	890122	24854	4
23513	12	Nothing	19	895557	0	0			0		other	0
23513	13	Nothing	51	924031	0	1			0		other	0
23513	13	Port Input	2	925280	1250	4
23513	13	Response	3	925280	1250	4
23513	14	Nothing	1003	925297	0	1			0		other	0
23513	15	Nothing	63	925408	0	1			0		other	0
